"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"03/01/2022","PROVOCHOLINENDA   #019193","SUPPL-26","METHACHOLINE CHLORIDE","METHAPHARM","Manufacturing (CMC)","Approval"
"03/01/2022","ULTANENDA   #020478","SUPPL-23","SEVOFLURANE","ABBVIE","Labeling","Approval"
"03/01/2022","ULTANENDA   #020478","SUPPL-24","SEVOFLURANE","ABBVIE","Labeling","Approval"
"03/01/2022","ULTANENDA   #020478","SUPPL-27","SEVOFLURANE","ABBVIE","Labeling","Approval"
"03/01/2022","ULTANENDA   #020478","SUPPL-28","SEVOFLURANE","ABBVIE","Labeling","Approval"
"03/01/2022","PREVACID 24 HRNDA   #022327","SUPPL-29","LANSOPRAZOLE","PERRIGO PHARMA INTL","Labeling","Approval"
"03/01/2022","XARELTONDA   #022406","SUPPL-39","RIVAROXABAN","JANSSEN PHARMS","Labeling","Approval"
"03/01/2022","KURVELOANDA  #091408","SUPPL-13","ETHINYL ESTRADIOL; LEVONORGESTREL","LUPIN LTD","Labeling","Approval"
"03/01/2022","XARELTONDA   #202439","SUPPL-38","RIVAROXABAN","JANSSEN PHARMS","Labeling","Approval"
"03/01/2022","ONDANSETRON HYDROCHLORIDEANDA  #202599","SUPPL-9","ONDANSETRON HYDROCHLORIDE","EUGIA PHARMA","Labeling","Approval"
"03/01/2022","ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREEANDA  #202600","SUPPL-11","ONDANSETRON HYDROCHLORIDE","EUGIA PHARMA","Labeling","Approval"
"03/01/2022","MAYZENTNDA   #209884","SUPPL-7","SIPONIMOD FUMARIC ACID","NOVARTIS","Efficacy","Approval"
"03/01/2022","DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDEANDA  #212472","ORIG-1","DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE","ACTAVIS LABS FL INC","","Approval"
"03/01/2022","LENVATINIBNDA   #213092","ORIG-1","LENVATINIB","SUN PHARM INDS INC","","Tentative Approval"
"03/02/2022","ALEVE-D SINUS & COLDNDA   #021076","SUPPL-17","NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE","BAYER","Labeling","Approval"
"03/02/2022","ORAQIXNDA   #021451","SUPPL-13","LIDOCAINE; PRILOCAINE","DENTSPLY PHARM","Labeling","Approval"
"03/02/2022","VENTAVISNDA   #021779","SUPPL-21","ILOPROST","ACTELION","Labeling","Approval"
"03/02/2022","STEGLUJANNDA   #209805","SUPPL-10","ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE","MSD SUB MERCK","Labeling","Approval"
"03/02/2022","SEGLUROMETNDA   #209806","SUPPL-8","ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE","MSD SUB MERCK","Labeling","Approval"
"03/02/2022","EFINACONAZOLEANDA  #212169","ORIG-1","EFINACONAZOLE","LUPIN LTD","","Approval"
"03/02/2022","SITAGLIPTINANDA  #214054","ORIG-1","SITAGLIPTIN","INTAS PHARMS USA","","Tentative Approval"
"03/02/2022","ARFORMOTEROL TARTRATEANDA  #214736","ORIG-1","ARFORMOTEROL TARTRATE","RITEDOSE CORP","","Approval"
"03/03/2022","DILANTIN-125NDA   #008762","SUPPL-66","PHENYTOIN","VIATRIS","Labeling","Approval"
"03/03/2022","DILANTIN-30NDA   #008762","SUPPL-66","PHENYTOIN","VIATRIS","Labeling","Approval"
"03/03/2022","TAZICEFANDA  #064032","SUPPL-14","CEFTAZIDIME","HOSPIRA","Labeling","Approval"
"03/03/2022","TAZICEFANDA  #064032","SUPPL-16","CEFTAZIDIME","HOSPIRA","Labeling","Approval"
"03/03/2022","TAZICEFANDA  #064032","SUPPL-20","CEFTAZIDIME","HOSPIRA","Labeling","Approval"
"03/03/2022","TAZICEFANDA  #064032","SUPPL-25","CEFTAZIDIME","HOSPIRA","Labeling","Approval"
"03/03/2022","LARIN 24 FEANDA  #202994","SUPPL-2","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","NOVAST LABS","Labeling","Approval"
"03/03/2022","LARIN 24 FEANDA  #202994","SUPPL-9","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","NOVAST LABS","Labeling","Approval"
"03/03/2022","NIACINANDA  #204934","ORIG-1","NIACIN","MACLEODS PHARMS LTD","","Approval"
"03/04/2022","OMNIPREDNDA   #017469","SUPPL-47","PREDNISOLONE ACETATE","NOVARTIS","Labeling","Approval"
"03/04/2022","NICODERM CQNDA   #020165","SUPPL-47","NICOTINE","CHATTEM SANOFI","Labeling","Approval"
"03/04/2022","PREVACIDNDA   #020406","SUPPL-94","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"03/04/2022","ACIPHEXNDA   #020973","SUPPL-42","RABEPRAZOLE SODIUM","WOODWARD","Labeling","Approval"
"03/04/2022","PROTONIXNDA   #020987","SUPPL-58","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"03/04/2022","PROTONIX IVNDA   #020988","SUPPL-64","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"03/04/2022","NEXIUMNDA   #021153","SUPPL-59","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"03/04/2022","PREVACIDNDA   #021428","SUPPL-41","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"03/04/2022","WELLBUTRIN XLNDA   #021515","SUPPL-44","BUPROPION HYDROCHLORIDE","BAUSCH","Labeling","Approval"
"03/04/2022","ZEGERIDNDA   #021636","SUPPL-24","OMEPRAZOLE; SODIUM BICARBONATE","SALIX","Labeling","Approval"
"03/04/2022","NEXIUM IVNDA   #021689","SUPPL-37","ESOMEPRAZOLE SODIUM","ASTRAZENECA","Labeling","Approval"
"03/04/2022","ZEGERIDNDA   #021849","SUPPL-19","OMEPRAZOLE; SODIUM BICARBONATE","SALIX","Labeling","Approval"
"03/04/2022","NEXIUMNDA   #021957","SUPPL-26","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"03/04/2022","PROTONIXNDA   #022020","SUPPL-21","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"03/04/2022","PRILOSECNDA   #022056","SUPPL-25","OMEPRAZOLE MAGNESIUM","COVIS","Labeling","Approval"
"03/04/2022","NEXIUMNDA   #022101","SUPPL-23","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"03/04/2022","APLENZINNDA   #022108","SUPPL-22","BUPROPION HYDROBROMIDE","BAUSCH","Labeling","Approval"
"03/04/2022","DEXILANTNDA   #022287","SUPPL-35","DEXLANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"03/04/2022","VIMOVONDA   #022511","SUPPL-28","ESOMEPRAZOLE MAGNESIUM; NAPROXEN","HORIZON","Labeling","Approval"
"03/04/2022","OMEPRAZOLE AND CLARITHROMYCIN AND AMOXICILLINNDA   #050824","SUPPL-10","AMOXICILLIN; CLARITHROMYCIN; OMEPRAZOLE","CUMBERLAND PHARMS","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075347","SUPPL-29","OMEPRAZOLE","ACTAVIS LABS FL INC","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075410","SUPPL-66","OMEPRAZOLE","LANNETT CO INC","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075576","SUPPL-22","OMEPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075757","SUPPL-54","OMEPRAZOLE","SANDOZ","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075785","SUPPL-12","OMEPRAZOLE","IMPAX LABS","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #075876","SUPPL-44","OMEPRAZOLE","STRIDES PHARMA","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #076048","SUPPL-28","OMEPRAZOLE","APOTEX","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #076515","SUPPL-35","OMEPRAZOLE","SANDOZ","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #078490","SUPPL-18","OMEPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"03/04/2022","ALTAVERAANDA  #079102","SUPPL-10","ETHINYL ESTRADIOL; LEVONORGESTREL","XIROMED","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #091352","SUPPL-21","OMEPRAZOLE","ZYDUS PHARMS USA INC","Labeling","Approval"
"03/04/2022","LEVONORGESTREL AND ETHINYL ESTRADIOLANDA  #091663","SUPPL-8","ETHINYL ESTRADIOL; LEVONORGESTREL","MYLAN LABS LTD","Labeling","Approval"
"03/04/2022","LEVONORGESTREL AND ETHINYL ESTRADIOLANDA  #091663","SUPPL-11","ETHINYL ESTRADIOL; LEVONORGESTREL","MYLAN LABS LTD","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #091672","SUPPL-22","OMEPRAZOLE","GLENMARK GENERICS","Labeling","Approval"
"03/04/2022","OPDIVOBLA   #125554","SUPPL-112","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/04/2022","LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN (COPACKAGED)ANDA  #200218","SUPPL-6","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","ANI PHARMS","Labeling","Approval"
"03/04/2022","LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN (COPACKAGED)ANDA  #200218","SUPPL-7","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","ANI PHARMS","Labeling","Approval"
"03/04/2022","ESOMEPRAZOLE STRONTIUMNDA   #202342","SUPPL-7","ESOMEPRAZOLE STRONTIUM","BELCHER","Labeling","Approval"
"03/04/2022","LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN (COPACKAGED)ANDA  #202588","SUPPL-1","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","SANDOZ INC","Labeling","Approval"
"03/04/2022","LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN (COPACKAGED)ANDA  #202588","SUPPL-4","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","SANDOZ INC","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #203270","SUPPL-19","OMEPRAZOLE","AUROBINDO PHARMA","Labeling","Approval"
"03/04/2022","OMEPRAZOLEANDA  #203481","SUPPL-6","OMEPRAZOLE","BRECKENRIDGE","Labeling","Approval"
