"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2020","XALATANNDA   #020597","SUPPL-52","LATANOPROST","UPJOHN","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062911","SUPPL-43","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062911","SUPPL-47","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062911","SUPPL-55","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062912","SUPPL-52","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062912","SUPPL-74","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062931","SUPPL-27","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062931","SUPPL-29","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062931","SUPPL-31","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062931","SUPPL-39","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062933","SUPPL-33","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062933","SUPPL-35","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062933","SUPPL-38","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #062933","SUPPL-46","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #063076","SUPPL-27","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #063076","SUPPL-30","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","VANCOMYCIN HYDROCHLORIDEANDA  #063076","SUPPL-39","VANCOMYCIN HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2020","FENOFIBRATEANDA  #090715","SUPPL-13","FENOFIBRATE","VALEANT PHARMS NORTH","Labeling","Approval"
"09/01/2020","COLESEVELAM HYDROCHLORIDEANDA  #202178","ORIG-1","COLESEVELAM HYDROCHLORIDE","WATSON LABS INC","","Approval"
"09/01/2020","BARHEMSYSNDA   #209510","SUPPL-2","AMISULPRIDE","ACACIA","Manufacturing (CMC)","Approval"
"09/01/2020","OMEPRAZOLEANDA  #210070","SUPPL-1","OMEPRAZOLE","APOTEX","Manufacturing (CMC)","Approval"
"09/01/2020","ERLEADANDA   #210951","SUPPL-3","APALUTAMIDE","JANSSEN BIOTECH","Labeling","Approval"
"09/01/2020","PHENYLEPHRINE HYDROCHLORIDEANDA  #211079","SUPPL-3","PHENYLEPHRINE HYDROCHLORIDE","AMNEAL","Labeling","Approval"
"09/01/2020","PHENYLEPHRINE HYDROCHLORIDEANDA  #211079","SUPPL-6","PHENYLEPHRINE HYDROCHLORIDE","AMNEAL","Labeling","Approval"
"09/01/2020","APREMILASTANDA  #211700","ORIG-1","APREMILAST","PHARMASCIENCE INC","","Tentative Approval"
"09/01/2020","FENTANYL CITRATEANDA  #212086","ORIG-1","FENTANYL CITRATE","FRESENIUS KABI USA","","Approval"
"09/01/2020","ITRACONAZOLEANDA  #212239","ORIG-1","ITRACONAZOLE","ANNORA PHARMA","","Approval"
"09/01/2020","PIQRAYNDA   #212526","SUPPL-1","ALPELISIB","NOVARTIS","Labeling","Approval"
"09/01/2020","MIDODRINE HYDROCHLORIDEANDA  #213055","ORIG-1","MIDODRINE HYDROCHLORIDE","ZYDUS","","Approval"
"09/01/2020","CISATRACURIUM BESYLATEANDA  #213527","ORIG-1","CISATRACURIUM BESYLATE","ZYDUS PHARMS","","Approval"
"09/01/2020","QDOLONDA   #214044","ORIG-1","TRAMADOL HYDROCHLORIDE","ATHENA","Type 3 - New Dosage Form","Approval"
"09/01/2020","ONUREGNDA   #214120","ORIG-1","AZACITIDINE","BRISTOL","Type 3 - New Dosage Form","Approval"
"09/02/2020","CORLOPAMNDA   #019922","SUPPL-19","FENOLDOPAM MESYLATE","HOSPIRA","Labeling","Approval"
"09/02/2020","RIFAMPINANDA  #065390","SUPPL-17","RIFAMPIN","CHARTWELL MOLECULAR","Labeling","Approval"
"09/02/2020","COLESEVELAM HYDROCHLORIDEANDA  #200830","ORIG-1","COLESEVELAM HYDROCHLORIDE","WATSON LABS INC","","Approval"
"09/02/2020","VANCOMYCIN HYDROCHLORIDEANDA  #200837","SUPPL-5","VANCOMYCIN HYDROCHLORIDE","SAGENT PHARMS","Labeling","Approval"
"09/02/2020","VANCOMYCIN HYDROCHLORIDEANDA  #200837","SUPPL-8","VANCOMYCIN HYDROCHLORIDE","SAGENT PHARMS","Labeling","Approval"
"09/02/2020","NITYRNDA   #209449","SUPPL-5","NITISINONE","CYCLE","Efficacy","Approval"
"09/02/2020","NUZYRANDA   #209816","SUPPL-8","OMADACYCLINE TOSYLATE","PARATEK PHARMS INC","Labeling","Approval"
"09/02/2020","NUZYRANDA   #209817","SUPPL-7","OMADACYCLINE TOSYLATE","PARATEK PHARMS INC","Labeling","Approval"
"09/02/2020","PREDNISONEANDA  #210785","ORIG-1","PREDNISONE","STRIDES PHARMA","","Approval"
"09/02/2020","ICATIBANT ACETATEANDA  #211501","ORIG-1","ICATIBANT ACETATE","SLAYBACK PHARMA LLC","","Approval"
"09/02/2020","CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATEANDA  #213269","ORIG-1","BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE","TARO PHARMS","","Approval"
"09/03/2020","GLUCAGENNDA   #020918","SUPPL-53","GLUCAGON HYDROCHLORIDE","NOVO NORDISK","Labeling","Approval"
"09/03/2020","TRULICITYBLA   #125469","SUPPL-36","DULAGLUTIDE","ELI LILLY AND CO","","Approval"
"09/03/2020","FAMCICLOVIRANDA  #202438","SUPPL-1","FAMCICLOVIR","HETERO LABS LTD V","Labeling","Approval"
"09/03/2020","FAMCICLOVIRANDA  #202438","SUPPL-3","FAMCICLOVIR","HETERO LABS LTD V","Labeling","Approval"
"09/03/2020","TRAVOPROSTANDA  #203431","SUPPL-10","TRAVOPROST","APOTEX","Labeling","Approval"
"09/03/2020","MILRINONE LACTATE IN DEXTROSE 5%ANDA  #209666","ORIG-1","MILRINONE LACTATE","EUGIA PHARMA","","Approval"
"09/03/2020","ARIPIPRAZOLEANDA  #210260","ORIG-1","ARIPIPRAZOLE","CADILA PHARMS LTD","","Tentative Approval"
"09/03/2020","VANCOMYCIN HYDROCHLORIDENDA   #211962","SUPPL-3","VANCOMYCIN HYDROCHLORIDE","XELLIA PHARMS APS","Labeling","Approval"
"09/03/2020","DETECTNETNDA   #213227","ORIG-1","COPPER CU-64 DOTATATE","RADIOMEDIX","Type 1 - New Molecular Entity","Approval"
"09/04/2020","VFENDNDA   #021266","SUPPL-48","VORICONAZOLE","PF PRISM CV","Labeling","Approval"
"09/04/2020","VFENDNDA   #021267","SUPPL-58","VORICONAZOLE","PF PRISM CV","Labeling","Approval"
"09/04/2020","VFENDNDA   #021630","SUPPL-37","VORICONAZOLE","PF PRISM CV","Labeling","Approval"
"09/04/2020","LOVAZANDA   #021654","SUPPL-44","OMEGA-3-ACID ETHYL ESTERS","WOODWARD","Labeling","Approval"
"09/04/2020","DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATEANDA  #077847","SUPPL-5","DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE","AKORN","Labeling","Approval"
"09/04/2020","MONTELUKAST SODIUMANDA  #091414","SUPPL-14","MONTELUKAST SODIUM","SANDOZ INC","Labeling","Approval"
"09/04/2020","MONTELUKAST SODIUMANDA  #091414","SUPPL-16","MONTELUKAST SODIUM","SANDOZ INC","Labeling","Approval"
"09/04/2020","MONTELUKAST SODIUMANDA  #200889","SUPPL-12","MONTELUKAST SODIUM","SANDOZ INC","Labeling","Approval"
"09/04/2020","MONTELUKAST SODIUMANDA  #200889","SUPPL-13","MONTELUKAST SODIUM","SANDOZ INC","Labeling","Approval"
"09/04/2020","DUTASTERIDEANDA  #200899","SUPPL-2","DUTASTERIDE","BIONPHARMA INC","Labeling","Approval"
"09/04/2020","DUTASTERIDEANDA  #202204","SUPPL-1","DUTASTERIDE","HIKMA","Labeling","Approval"
"09/04/2020","DOCETAXELANDA  #203170","SUPPL-8","DOCETAXEL","HENGRUI PHARMA","Labeling","Approval"
"09/04/2020","DOCETAXELANDA  #203170","SUPPL-9","DOCETAXEL","HENGRUI PHARMA","Labeling","Approval"
"09/04/2020","ALFUZOSIN HYDROCHLORIDEANDA  #203192","SUPPL-7","ALFUZOSIN HYDROCHLORIDE","UNICHEM","Labeling","Approval"
"09/04/2020","RIZATRIPTAN BENZOATEANDA  #203478","SUPPL-1","RIZATRIPTAN BENZOATE","NATCO PHARMA LTD","Labeling","Approval"
"09/04/2020","RIZATRIPTAN BENZOATEANDA  #203478","SUPPL-2","RIZATRIPTAN BENZOATE","NATCO PHARMA LTD","Labeling","Approval"
"09/04/2020","ACETYLCYSTEINEANDA  #203624","SUPPL-4","ACETYLCYSTEINE","RISING","Labeling","Approval"
"09/04/2020","OXALIPLATINANDA  #203869","SUPPL-6","OXALIPLATIN","HENGRUI PHARMA","Labeling","Approval"
"09/04/2020","MONTELUKAST SODIUMANDA  #205107","ORIG-1","MONTELUKAST SODIUM","AMNEAL PHARMS","","Approval"
"09/04/2020","NILUTAMIDEANDA  #207631","SUPPL-1","NILUTAMIDE","ANI PHARMS","Labeling","Approval"
"09/04/2020","DOXEPIN HYDROCHLORIDEANDA  #210268","ORIG-1","DOXEPIN HYDROCHLORIDE","CHARTWELL RX","","Approval"
"09/04/2020","GAVRETONDA   #213721","ORIG-1","PRALSETINIB","GENENTECH INC","Type 1 - New Molecular Entity","Approval"
"09/04/2020","GAVRETONDA   #213721","SUPPL-1","PRALSETINIB","GENENTECH INC","Type 1 - New Molecular Entity","Approval"
"09/08/2020","DIFLUCANNDA   #019949","SUPPL-69","FLUCONAZOLE","PFIZER","Labeling","Approval"
"09/08/2020","DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019950","SUPPL-68","FLUCONAZOLE","PFIZER","Labeling","Approval"
"09/08/2020","DIFLUCAN IN SODIUM CHLORIDE 0.9%NDA   #019950","SUPPL-68","FLUCONAZOLE","PFIZER","Labeling","Approval"
"09/08/2020","DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #019950","SUPPL-68","FLUCONAZOLE","PFIZER","Labeling","Approval"
"09/08/2020","DIFLUCANNDA   #020090","SUPPL-50","FLUCONAZOLE","PFIZER","Labeling","Approval"
"09/08/2020","DOXYCYCLINE HYCLATEANDA  #062269","SUPPL-29","DOXYCYCLINE HYCLATE","CARIBE HOLDINGS","Labeling","Approval"
"09/08/2020","DOXYCYCLINE HYCLATEANDA  #062269","SUPPL-31","DOXYCYCLINE HYCLATE","CARIBE HOLDINGS","Labeling","Approval"
"09/08/2020","DOXYCYCLINE HYCLATEANDA  #062269","SUPPL-38","DOXYCYCLINE HYCLATE","CARIBE HOLDINGS","Labeling","Approval"
"09/08/2020","DOXYCYCLINE HYCLATEANDA  #062269","SUPPL-41","DOXYCYCLINE HYCLATE","CARIBE HOLDINGS","Labeling","Approval"
"09/08/2020","DOXYCYCLINE HYCLATEANDA  #062269","SUPPL-43","DOXYCYCLINE HYCLATE","CARIBE HOLDINGS","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090158","SUPPL-5","GABAPENTIN","MYLAN","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090158","SUPPL-6","GABAPENTIN","MYLAN","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090158","SUPPL-8","GABAPENTIN","MYLAN","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090158","SUPPL-9","GABAPENTIN","MYLAN","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090158","SUPPL-10","GABAPENTIN","MYLAN","Labeling","Approval"
"09/08/2020","GABAPENTINANDA  #090705","SUPPL-17","GABAPENTIN","INVAGEN PHARMS","Labeling","Approval"
