"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"07/01/2021","SUMATRIPTAN SUCCINATEANDA  #077744","SUPPL-11","SUMATRIPTAN SUCCINATE","MYLAN","Manufacturing (CMC)","Approval"
"07/01/2021","KEYTRUDABLA   #125514","SUPPL-100","PEMBROLIZUMAB","MERCK SHARP DOHME","","Approval"
"07/01/2021","EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATEANDA  #212689","ORIG-2","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","ZYDUS PHARMS","","Approval"
"07/01/2021","DOCETAXELANDA  #213510","ORIG-1","DOCETAXEL","GLAND PHARMA LTD","","Approval"
"07/01/2021","GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDEANDA  #214781","ORIG-1","DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN","SUN PHARM","","Approval"
"07/02/2021","PHENYTOINANDA  #040342","SUPPL-11","PHENYTOIN","VISTAPHARM","Labeling","Approval"
"07/02/2021","PHENYTOINANDA  #040342","SUPPL-12","PHENYTOIN","VISTAPHARM","Labeling","Approval"
"07/02/2021","PHENYTOINANDA  #040342","SUPPL-15","PHENYTOIN","VISTAPHARM","Labeling","Approval"
"07/02/2021","PHENYTOINANDA  #040342","SUPPL-20","PHENYTOIN","VISTAPHARM","Labeling","Approval"
"07/02/2021","PHENYTOINANDA  #040342","SUPPL-22","PHENYTOIN","VISTAPHARM","Labeling","Approval"
"07/02/2021","VORICONAZOLEANDA  #206398","SUPPL-1","VORICONAZOLE","ALMAJECT","Labeling","Approval"
"07/02/2021","VORICONAZOLEANDA  #206398","SUPPL-5","VORICONAZOLE","ALMAJECT","Labeling","Approval"
"07/02/2021","SILODOSINANDA  #206541","SUPPL-2","SILODOSIN","LUPIN LTD","Labeling","Approval"
"07/02/2021","ABIRATERONE ACETATEANDA  #208339","SUPPL-2","ABIRATERONE ACETATE","HIKMA","Labeling","Approval"
"07/02/2021","SILODOSINANDA  #210626","SUPPL-3","SILODOSIN","AUROBINDO PHARMA LTD","Labeling","Approval"
"07/02/2021","SILODOSINANDA  #211060","SUPPL-10","SILODOSIN","AJANTA PHARMA LTD","Labeling","Approval"
"07/02/2021","PREGABALINANDA  #211431","ORIG-1","PREGABALIN","MYLAN","","Approval"
"07/02/2021","SILODOSINANDA  #211731","SUPPL-3","SILODOSIN","ALEMBIC","Labeling","Approval"
"07/02/2021","DECITABINEANDA  #212959","ORIG-1","DECITABINE","MEITHEAL","","Approval"
"07/06/2021","AMPICILLIN AND SULBACTAMANDA  #065310","SUPPL-24","AMPICILLIN SODIUM; SULBACTAM SODIUM","SANDOZ","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070583","SUPPL-41","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070584","SUPPL-40","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070585","SUPPL-41","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070586","SUPPL-24","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070590","SUPPL-37","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070597","SUPPL-38","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDEANDA  #070609","SUPPL-27","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINEANDA  #071165","SUPPL-42","BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINEANDA  #071167","SUPPL-39","BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINEANDA  #071168","SUPPL-42","BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE","HOSPIRA","Labeling","Approval"
"07/06/2021","BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINEANDA  #071170","SUPPL-39","BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE","HOSPIRA","Labeling","Approval"
"07/06/2021","MIRTAZAPINEANDA  #076921","SUPPL-36","MIRTAZAPINE","AUROBINDO","Labeling","Approval"
"07/06/2021","MIRTAZAPINEANDA  #076921","SUPPL-38","MIRTAZAPINE","AUROBINDO","Labeling","Approval"
"07/06/2021","UCERISNDA   #203634","SUPPL-3","BUDESONIDE","SALIX","Labeling","Approval"
