"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"03/01/2018","IOPIDINENDA   #019779","SUPPL-25","APRACLONIDINE HYDROCHLORIDE","IMPRIMIS PHARMS USA","Labeling","Approval"
"03/01/2018","IOPIDINENDA   #020258","SUPPL-30","APRACLONIDINE HYDROCHLORIDE","IMPRIMIS PHARMS USA","Labeling","Approval"
"03/01/2018","ASCLERANDA   #021201","SUPPL-2","POLIDOCANOL","CHEMISCH FBRK KRSSLR","Labeling","Approval"
"03/01/2018","DEPO-SUBQ PROVERA 104NDA   #021583","SUPPL-17","MEDROXYPROGESTERONE ACETATE","PFIZER","Labeling","Approval"
"03/01/2018","SOTRADECOLANDA  #040541","SUPPL-14","SODIUM TETRADECYL SULFATE","MYLAN INSTITUTIONAL","Labeling","Approval"
"03/01/2018","SKYLANDA   #203159","SUPPL-10","LEVONORGESTREL","BAYER HLTHCARE","Labeling","Approval"
"03/01/2018","KYLEENANDA   #208224","SUPPL-1","LEVONORGESTREL","BAYER HLTHCARE","Labeling","Approval"
"03/02/2018","NEBIVOLOL HYDROCHLORIDEANDA  #203966","ORIG-1","NEBIVOLOL HYDROCHLORIDE","TORRENT","","Approval"
"03/02/2018","OTIPRIONDA   #207986","SUPPL-2","CIPROFLOXACIN","ALK ABELLO","Efficacy","Approval"
"03/02/2018","ARMONAIR DIGIHALERNDA   #208798","SUPPL-2","FLUTICASONE PROPIONATE","TEVA PHARM","Labeling","Approval"
"03/02/2018","ARMONAIR RESPICLICKNDA   #208798","SUPPL-2","FLUTICASONE PROPIONATE","TEVA PHARM","Labeling","Approval"
"03/02/2018","AIRDUO DIGIHALERNDA   #208799","SUPPL-1","FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE","TEVA PHARM","Labeling","Approval"
"03/02/2018","AIRDUO RESPICLICKNDA   #208799","SUPPL-1","FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE","TEVA PHARM","Labeling","Approval"
"03/02/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #209498","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","QILU","","Approval"
"03/02/2018","METHYLPHENIDATE HYDROCHLORIDEANDA  #209753","ORIG-1","METHYLPHENIDATE HYDROCHLORIDE","BIONPHARMA INC","","Approval"
"03/04/2018","NUPLAZIDNDA   #207318","SUPPL-2","PIMAVANSERIN TARTRATE","ACADIA PHARMS INC","Labeling","Approval"
"03/04/2018","NUPLAZIDNDA   #207318","SUPPL-4","PIMAVANSERIN TARTRATE","ACADIA PHARMS INC","Labeling","Approval"
"03/05/2018","MAGNESIUM SULFATENDA   #019316","SUPPL-24","MAGNESIUM SULFATE","FRESENIUS KABI USA","Labeling","Approval"
"03/05/2018","ISENTRESSNDA   #022145","SUPPL-38","RALTEGRAVIR POTASSIUM","MSD SUB MERCK","Efficacy","Approval"
"03/05/2018","ISENTRESS HDNDA   #022145","SUPPL-38","RALTEGRAVIR POTASSIUM","MSD SUB MERCK","Efficacy","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-48","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-49","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-50","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-51","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-52","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-61","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-62","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-64","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-65","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","OPDIVOBLA   #125554","SUPPL-66","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"03/05/2018","LATUDANDA   #200603","SUPPL-29","LURASIDONE HYDROCHLORIDE","SUNOVION PHARMS INC","Efficacy","Approval"
"03/05/2018","ISENTRESSNDA   #203045","SUPPL-15","RALTEGRAVIR POTASSIUM","MSD SUB MERCK","Labeling","Approval"
"03/05/2018","FUROSEMIDEANDA  #203428","SUPPL-8","FUROSEMIDE","AVET LIFESCIENCES","Manufacturing (CMC)","Approval"
"03/05/2018","OXALIPLATINANDA  #204880","ORIG-1","OXALIPLATIN","ACTAVIS LLC","","Approval"
"03/05/2018","ISENTRESSNDA   #205786","SUPPL-7","RALTEGRAVIR POTASSIUM","MSD SUB MERCK","Labeling","Approval"
"03/05/2018","GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDEANDA  #207602","ORIG-1","DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN","PERRIGO R AND D","","Approval"
"03/05/2018","RANITIDINE HYDROCHLORIDEANDA  #209160","ORIG-1","RANITIDINE HYDROCHLORIDE","STRIDES PHARMA","","Approval"
"03/05/2018","DOLUTEGRAVIR SODIUMANDA  #209658","ORIG-1","DOLUTEGRAVIR SODIUM","CIPLA LTD","","Tentative Approval"
"03/05/2018","POTASSIUM CITRATEANDA  #209758","ORIG-1","POTASSIUM CITRATE","TEVA PHARMS USA INC","","Approval"
"03/05/2018","ESTRADIOLANDA  #209767","ORIG-1","ESTRADIOL","ALVOGEN","","Approval"
"03/05/2018","SUBLOCADENDA   #209819","SUPPL-1","BUPRENORPHINE","INDIVIOR INC","Labeling","Approval"
"03/06/2018","ALDACTONENDA   #012151","SUPPL-75","SPIRONOLACTONE","PFIZER","Labeling","Approval"
"03/06/2018","SKELAXINNDA   #013217","SUPPL-57","METAXALONE","KING PHARMS","Labeling","Approval"
"03/06/2018","DEPAKENENDA   #018081","SUPPL-68","VALPROIC ACID","ABBVIE","Labeling","Approval"
"03/06/2018","DEPAKENENDA   #018082","SUPPL-51","VALPROIC ACID","ABBVIE","Labeling","Approval"
"03/06/2018","DEPAKOTENDA   #018723","SUPPL-60","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2018","DEPAKOTENDA   #019680","SUPPL-47","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2018","DEPACONNDA   #020593","SUPPL-38","VALPROATE SODIUM","ABBVIE","Labeling","Approval"
"03/06/2018","LEVULANNDA   #020965","SUPPL-15","AMINOLEVULINIC ACID HYDROCHLORIDE","DUSA","Efficacy","Approval"
"03/06/2018","DEPAKOTE ERNDA   #021168","SUPPL-38","DIVALPROEX SODIUM","ABBVIE","Labeling","Approval"
"03/06/2018","SIMPONIBLA   #125289","SUPPL-139","GOLIMUMAB","CENTOCOR ORTHO BIOTECH INC","","Approval"
