"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"10/03/2022","LOSARTAN POTASSIUMANDA  #203030","SUPPL-7","LOSARTAN POTASSIUM","UNICHEM","Labeling","Approval"
"10/03/2022","VAZALORENDA   #203697","SUPPL-9","ASPIRIN","PLX PHARMA","Manufacturing (CMC)","Approval"
"10/03/2022","KISQALINDA   #209092","SUPPL-13","RIBOCICLIB SUCCINATE","NOVARTIS","Efficacy","Approval"
"10/03/2022","KISQALI FEMARA CO-PACK (COPACKAGED)NDA   #209935","SUPPL-21","LETROZOLE; RIBOCICLIB SUCCINATE","NOVARTIS","Efficacy","Approval"
"10/03/2022","ONPATTRONDA   #210922","SUPPL-13","PATISIRAN SODIUM","ALNYLAM PHARMS INC","Labeling","Approval"
"10/03/2022","CLOFARABINEANDA  #212457","ORIG-1","CLOFARABINE","EUGIA PHARMA","","Approval"
"10/03/2022","BRIVARACETAMANDA  #214501","ORIG-1","BRIVARACETAM","ZYDUS PHARMS","","Approval"
"10/03/2022","ALVAIZNDA   #216774","ORIG-1","ELTROMBOPAG CHOLINE","TEVA PHARMS","Type 2 - New Active Ingredient","Tentative Approval"
"10/03/2022","CYLTEZOBLA   #761058","SUPPL-14","ADALIMUMAB-ADBM","BOEHRINGER INGELHEIM","","Approval"
"10/03/2022","TROGARZOBLA   #761065","SUPPL-13","IBALIZUMAB-UIYK","THERATECHNOLOGIES","","Approval"
"10/03/2022","AIMOVIGBLA   #761077","SUPPL-15","ERENUMAB-AOOE","AMGEN INC","","Approval"
"10/04/2022","SANDOSTATINNDA   #019667","SUPPL-73","OCTREOTIDE ACETATE","NOVARTIS","Labeling","Approval"
"10/04/2022","PRILOSEC OTCNDA   #021229","SUPPL-35","OMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"10/04/2022","BRIMONIDINE TARTRATE AND TIMOLOL MALEATEANDA  #201949","ORIG-1","BRIMONIDINE TARTRATE; TIMOLOL MALEATE","WATSON LABS TEVA","","Approval"
"10/04/2022","VALGANCICLOVIR HYDROCHLORIDEANDA  #211475","ORIG-1","VALGANCICLOVIR HYDROCHLORIDE","HETERO LABS LTD V","","Approval"
"10/04/2022","TofacitinibANDA  #215552","ORIG-1","Tofacitinib","YAOPHARMA CO LTD","","Tentative Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #077046","SUPPL-19","CITALOPRAM HYDROBROMIDE","APOTEX INC","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #077046","SUPPL-20","CITALOPRAM HYDROBROMIDE","APOTEX INC","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #077046","SUPPL-21","CITALOPRAM HYDROBROMIDE","APOTEX INC","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #077046","SUPPL-22","CITALOPRAM HYDROBROMIDE","APOTEX INC","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #078216","SUPPL-29","CITALOPRAM HYDROBROMIDE","TORRENT PHARMS","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #078216","SUPPL-32","CITALOPRAM HYDROBROMIDE","TORRENT PHARMS","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #078216","SUPPL-33","CITALOPRAM HYDROBROMIDE","TORRENT PHARMS","Labeling","Approval"
"10/05/2022","CITALOPRAM HYDROBROMIDEANDA  #078216","SUPPL-34","CITALOPRAM HYDROBROMIDE","TORRENT PHARMS","Labeling","Approval"
