"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2021","ESTRADIOLNDA   #020538","SUPPL-40","ESTRADIOL","NOVARTIS","Labeling","Approval"
"09/01/2021","VIVELLE-DOTNDA   #020538","SUPPL-40","ESTRADIOL","NOVARTIS","Labeling","Approval"
"09/01/2021","OPTISONNDA   #020899","SUPPL-23","ALBUMIN HUMAN","GE HEALTHCARE","Labeling","Approval"
"09/01/2021","ZYVOXNDA   #021130","SUPPL-42","LINEZOLID","PFIZER","Labeling","Approval"
"09/01/2021","ZYVOXNDA   #021131","SUPPL-38","LINEZOLID","PFIZER","Labeling","Approval"
"09/01/2021","ZYVOXNDA   #021132","SUPPL-41","LINEZOLID","PFIZER","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDEANDA  #077473","SUPPL-10","ONDANSETRON HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDEANDA  #077473","SUPPL-13","ONDANSETRON HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREEANDA  #077548","SUPPL-11","ONDANSETRON HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREEANDA  #077548","SUPPL-14","ONDANSETRON HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"09/01/2021","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-7","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"09/01/2021","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-8","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"09/01/2021","FLUOXETINE HYDROCHLORIDEANDA  #078572","SUPPL-9","FLUOXETINE HYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"09/01/2021","IRBESARTANANDA  #203081","SUPPL-18","IRBESARTAN","AUROBINDO PHARMA LTD","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDEANDA  #203711","SUPPL-2","ONDANSETRON HYDROCHLORIDE","QILU PHARM HAINAN","Labeling","Approval"
"09/01/2021","ONDANSETRON HYDROCHLORIDEANDA  #203711","SUPPL-10","ONDANSETRON HYDROCHLORIDE","QILU PHARM HAINAN","Labeling","Approval"
"09/01/2021","MACITENTANANDA  #211195","ORIG-1","MACITENTAN","APOTEX INC","","Tentative Approval"
"09/02/2021","LOESTRIN 24 FENDA   #021871","SUPPL-10","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","TEVA BRANDED PHARM","Labeling","Approval"
"09/02/2021","DIAZEPAMANDA  #071308","SUPPL-8","DIAZEPAM","HIKMA","Labeling","Approval"
"09/02/2021","HYDROCODONEANDA  #077723","SUPPL-31","HYDROCODONE BITARTRATE; IBUPROFEN","NOSTRUM LABS INC","Labeling","Approval"
"09/02/2021","HYDROCODONE BITARTRATE AND IBUPROFENANDA  #077723","SUPPL-31","HYDROCODONE BITARTRATE; IBUPROFEN","NOSTRUM LABS INC","Labeling","Approval"
"09/02/2021","VENLAFAXINE HYDROCHLORIDEANDA  #078627","SUPPL-12","VENLAFAXINE HYDROCHLORIDE","SUN PHARM INDS INC","Labeling","Approval"
"09/02/2021","BRIVIACTNDA   #205836","SUPPL-11","BRIVARACETAM","UCB INC","Labeling","Approval"
"09/02/2021","BRIVIACTNDA   #205837","SUPPL-9","BRIVARACETAM","UCB INC","Labeling","Approval"
"09/02/2021","BRIVIACTNDA   #205838","SUPPL-8","BRIVARACETAM","UCB INC","Labeling","Approval"
"09/02/2021","FLUOXETINE HYDROCHLORIDEANDA  #206937","SUPPL-3","FLUOXETINE HYDROCHLORIDE","TORRENT","Labeling","Approval"
"09/02/2021","SITAGLIPTINNDA   #211566","ORIG-1","SITAGLIPTIN","ZYDUS WORLDWIDE DMCC","Type 2 - New Active Ingredient","Tentative Approval"
"09/02/2021","DAPTOMYCINANDA  #213171","ORIG-1","DAPTOMYCIN","EUGIA PHARMA","","Approval"
"09/02/2021","TRUDHESANDA   #213436","ORIG-1","DIHYDROERGOTAMINE MESYLATE","IMPEL PHARMS","Type 5 - New Formulation or New Manufacturer","Approval"
"09/02/2021","ATORVASTATIN CALCIUMANDA  #214969","ORIG-1","ATORVASTATIN CALCIUM","AGNITIO","","Approval"
"09/02/2021","HEMLIBRABLA   #761083","SUPPL-11","EMICIZUMAB","GENENTECH INC","","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-5","OLANZAPINE","DR REDDYS LABS LTD","Labeling","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-6","OLANZAPINE","DR REDDYS LABS LTD","Labeling","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-7","OLANZAPINE","DR REDDYS LABS LTD","Labeling","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-8","OLANZAPINE","DR REDDYS LABS LTD","Labeling","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-9","OLANZAPINE","DR REDDYS LABS LTD","Labeling","Approval"
"09/03/2021","OLANZAPINEANDA  #076534","SUPPL-10","OLANZAPINE","DR REDDYS LABS LTD","Manufacturing (CMC)","Approval"
"09/03/2021","CITALOPRAM HYDROBROMIDEANDA  #077043","SUPPL-15","CITALOPRAM HYDROBROMIDE","HIKMA","Labeling","Approval"
"09/03/2021","VENLAFAXINE HYDROCHLORIDEANDA  #078554","SUPPL-8","VENLAFAXINE HYDROCHLORIDE","HERITAGE PHARMS","Labeling","Approval"
"09/03/2021","LATANOPROSTANDA  #201006","SUPPL-13","LATANOPROST","BAUSCH AND LOMB","Labeling","Approval"
"09/03/2021","ESCITALOPRAM OXALATEANDA  #202227","SUPPL-5","ESCITALOPRAM OXALATE","AMNEAL PHARMS","Labeling","Approval"
"09/03/2021","ESCITALOPRAM OXALATEANDA  #202227","SUPPL-6","ESCITALOPRAM OXALATE","AMNEAL PHARMS","Labeling","Approval"
"09/03/2021","ESCITALOPRAM OXALATEANDA  #202227","SUPPL-10","ESCITALOPRAM OXALATE","AMNEAL PHARMS","Labeling","Approval"
"09/03/2021","ESCITALOPRAM OXALATEANDA  #202754","SUPPL-1","ESCITALOPRAM OXALATE","MACLEODS PHARMS LTD","Labeling","Approval"
"09/03/2021","ESCITALOPRAM OXALATEANDA  #202754","SUPPL-5","ESCITALOPRAM OXALATE","MACLEODS PHARMS LTD","Labeling","Approval"
"09/03/2021","RAVICTINDA   #203284","SUPPL-12","GLYCEROL PHENYLBUTYRATE","HORIZON THERAP US","Labeling","Approval"
"09/03/2021","VENLAFAXINE HYDROCHLORIDEANDA  #206250","SUPPL-1","VENLAFAXINE HYDROCHLORIDE","CADILA PHARMS LTD","Labeling","Approval"
"09/03/2021","ALECENSANDA   #208434","SUPPL-12","ALECTINIB HYDROCHLORIDE","HOFFMANN-LA ROCHE","Labeling","Approval"
"09/03/2021","TESTOSTERONEANDA  #209836","ORIG-1","TESTOSTERONE","TWI PHARMS","","Approval"
"09/03/2021","METRONIDAZOLEANDA  #212646","ORIG-1","METRONIDAZOLE","ALEMBIC","","Approval"
"09/03/2021","CHLOROQUINE PHOSPHATEANDA  #214756","ORIG-1","CHLOROQUINE PHOSPHATE","SUVEN PHARMS","","Approval"
"09/03/2021","DEXMEDETOMIDINE HYDROCHLORIDEANDA  #214794","ORIG-1","DEXMEDETOMIDINE HYDROCHLORIDE","PIRAMAL CRITICAL","","Approval"
