"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"12/01/2021","SINE-AID IBNDA   #019899","SUPPL-20","IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE","J AND J CONSUMER INC","Labeling","Approval"
"12/01/2021","CARBATROLNDA   #020712","SUPPL-37","CARBAMAZEPINE","TAKEDA PHARMS USA","Labeling","Approval"
"12/01/2021","EOVISTNDA   #022090","SUPPL-19","GADOXETATE DISODIUM","BAYER HLTHCARE","Labeling","Approval"
"12/01/2021","ARIPIPRAZOLEANDA  #203025","ORIG-1","ARIPIPRAZOLE","UNICHEM","","Approval"
"12/01/2021","ABIRATERONE ACETATEANDA  #208416","SUPPL-7","ABIRATERONE ACETATE","DR REDDYS","Labeling","Approval"
"12/01/2021","ATROPINE SULFATEANDA  #213561","ORIG-1","ATROPINE SULFATE","HIKMA","","Approval"
"12/01/2021","METHYLPHENIDATE HYDROCHLORIDEANDA  #215688","ORIG-1","METHYLPHENIDATE HYDROCHLORIDE","ASCENT PHARMS INC","","Tentative Approval"
"12/02/2021","CEREBYXNDA   #020450","SUPPL-45","FOSPHENYTOIN SODIUM","PARKE DAVIS","Labeling","Approval"
"12/02/2021","RITUXANBLA   #103705","SUPPL-5465","RITUXIMAB","GENENTECH","","Approval"
"12/02/2021","TEFLARONDA   #200327","SUPPL-28","CEFTAROLINE FOSAMIL","ALLERGAN","Labeling","Approval"
"12/02/2021","XELJANZNDA   #203214","SUPPL-31","TOFACITINIB CITRATE","PF PRISM CV","Labeling","Approval"
"12/02/2021","CINACALCET HYDROCHLORIDEANDA  #204364","ORIG-1","CINACALCET HYDROCHLORIDE","AMNEAL PHARMS","","Approval"
"12/02/2021","GLYCEROL PHENYLBUTYRATEANDA  #205742","ORIG-1","GLYCEROL PHENYLBUTYRATE","PAR PHARM INC","","Approval"
"12/02/2021","OLUMIANTNDA   #207924","SUPPL-4","BARICITINIB","ELI LILLY AND CO","Labeling","Approval"
"12/02/2021","XELJANZ XRNDA   #208246","SUPPL-17","TOFACITINIB CITRATE","PFIZER","Labeling","Approval"
"12/02/2021","RINVOQNDA   #211675","SUPPL-8","UPADACITINIB","ABBVIE","Labeling","Approval"
"12/02/2021","XELJANZNDA   #213082","SUPPL-4","TOFACITINIB CITRATE","PFIZER","Labeling","Approval"
"12/02/2021","ARSENIC TRIOXIDEANDA  #215359","ORIG-1","ARSENIC TRIOXIDE","SANDOZ INC","","Approval"
