"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"03/01/2019","ROBAXINNDA   #011011","SUPPL-79","METHOCARBAMOL","AUXILIUM PHARMS LLC","Labeling","Approval"
"03/01/2019","ROBAXIN-750NDA   #011011","SUPPL-79","METHOCARBAMOL","AUXILIUM PHARMS LLC","Labeling","Approval"
"03/01/2019","TRANSDERM SCOPNDA   #017874","SUPPL-43","SCOPOLAMINE","BAXTER HLTHCARE CORP","Efficacy","Approval"
"03/01/2019","TRANSDERM SCOPNDA   #017874","SUPPL-44","SCOPOLAMINE","BAXTER HLTHCARE CORP","Labeling","Approval"
"03/01/2019","ZOCORNDA   #019766","SUPPL-92","SIMVASTATIN","ORGANON","Labeling","Approval"
"03/01/2019","SUPRANENDA   #020118","SUPPL-22","DESFLURANE","BAXTER HLTHCARE","Manufacturing (CMC)","Approval"
"03/01/2019","SUPRANENDA   #020118","SUPPL-23","DESFLURANE","BAXTER HLTHCARE","Labeling","Approval"
"03/01/2019","CLARINEXNDA   #021165","SUPPL-20","DESLORATADINE","ORGANON","Labeling","Approval"
"03/01/2019","FLECTORNDA   #021234","SUPPL-16","DICLOFENAC EPOLAMINE","INST BIOCHEM","Efficacy","Approval"
"03/01/2019","FLECTORNDA   #021234","SUPPL-17","DICLOFENAC EPOLAMINE","INST BIOCHEM","Labeling","Approval"
"03/01/2019","CLARINEXNDA   #021300","SUPPL-17","DESLORATADINE","MERCK SHARP DOHME","Labeling","Approval"
"03/01/2019","CLARINEXNDA   #021312","SUPPL-18","DESLORATADINE","ORGANON","Labeling","Approval"
"03/01/2019","CLARINEXNDA   #021563","SUPPL-6","DESLORATADINE","SCHERING","Labeling","Approval"
"03/01/2019","FENOFIBRATEANDA  #076509","SUPPL-31","FENOFIBRATE","IMPAX LABS","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #076706","SUPPL-14","METFORMIN HYDROCHLORIDE","APOTEX","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #076706","SUPPL-16","METFORMIN HYDROCHLORIDE","APOTEX","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #076864","SUPPL-15","METFORMIN HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #076864","SUPPL-16","METFORMIN HYDROCHLORIDE","TEVA","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #077336","SUPPL-12","METFORMIN HYDROCHLORIDE","SUN PHARM INDS (IN)","Labeling","Approval"
"03/01/2019","METFORMIN HYDROCHLORIDEANDA  #077336","SUPPL-15","METFORMIN HYDROCHLORIDE","SUN PHARM INDS (IN)","Labeling","Approval"
