"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"01/02/2018","EXCEDRIN (MIGRAINE RELIEF)NDA   #020802","SUPPL-32","ACETAMINOPHEN; ASPIRIN; CAFFEINE","GLAXOSMITHKLINE CONS","Labeling","Approval"
"01/02/2018","DOXYCYCLINE HYCLATEANDA  #062031","SUPPL-79","DOXYCYCLINE HYCLATE","ACTAVIS LABS FL INC","Labeling","Approval"
"01/02/2018","DOXYCYCLINE HYCLATEANDA  #062031","SUPPL-80","DOXYCYCLINE HYCLATE","ACTAVIS LABS FL INC","Labeling","Approval"
"01/02/2018","DOXYCYCLINE HYCLATEANDA  #062421","SUPPL-62","DOXYCYCLINE HYCLATE","ACTAVIS LABS FL INC","Labeling","Approval"
"01/02/2018","DOXYCYCLINE HYCLATEANDA  #062421","SUPPL-67","DOXYCYCLINE HYCLATE","ACTAVIS LABS FL INC","Labeling","Approval"
"01/02/2018","DOXYCYCLINE HYCLATEANDA  #062421","SUPPL-68","DOXYCYCLINE HYCLATE","ACTAVIS LABS FL INC","Labeling","Approval"
"01/02/2018","INVOKAMET XRNDA   #205879","SUPPL-2","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","JANSSEN PHARMS","Efficacy","Approval"
"01/03/2018","TROKENDI XRNDA   #201635","SUPPL-18","TOPIRAMATE","SUPERNUS PHARMS","Labeling","Approval"
"01/04/2018","PARNATENDA   #012342","SUPPL-64","TRANYLCYPROMINE SULFATE","CONCORDIA","Labeling","Approval"
"01/04/2018","NOXAFILNDA   #022003","SUPPL-22","POSACONAZOLE","SCHERING","Labeling","Approval"
"01/04/2018","PROLIABLA   #125320","SUPPL-182","DENOSUMAB","AMGEN","","Approval"
"01/04/2018","XGEVABLA   #125320","SUPPL-182","DENOSUMAB","AMGEN","","Approval"
"01/04/2018","DOCETAXELANDA  #204193","SUPPL-4","DOCETAXEL","DR REDDYS","Labeling","Approval"
"01/04/2018","NOXAFILNDA   #205053","SUPPL-6","POSACONAZOLE","MERCK SHARP DOHME","Labeling","Approval"
"01/04/2018","NOXAFILNDA   #205596","SUPPL-5","POSACONAZOLE","MERCK SHARP DOHME","Labeling","Approval"
"01/05/2018","ERAXISNDA   #021632","SUPPL-26","ANIDULAFUNGIN","VICURON HOLDINGS","Labeling","Approval"
"01/08/2018","COARTEMNDA   #022268","SUPPL-19","ARTEMETHER; LUMEFANTRINE","NOVARTIS","Labeling","Approval"
"01/08/2018","RIFADINNDA   #050420","SUPPL-77","RIFAMPIN","SANOFI AVENTIS US","Labeling","Approval"
"01/08/2018","RIFADINNDA   #050627","SUPPL-20","RIFAMPIN","SANOFI AVENTIS US","Labeling","Approval"
"01/08/2018","RIFATERNDA   #050705","SUPPL-12","ISONIAZID; PYRAZINAMIDE; RIFAMPIN","SANOFI AVENTIS US","Labeling","Approval"
"01/08/2018","TETRABENAZINEANDA  #209284","ORIG-1","TETRABENAZINE","DR REDDYS","","Approval"
"01/09/2018","UVADEXNDA   #020969","SUPPL-10","METHOXSALEN","MALLINCKRODT HOSP","Labeling","Approval"
"01/09/2018","ACIPHEXNDA   #020973","SUPPL-38","RABEPRAZOLE SODIUM","WOODWARD","Labeling","Approval"
"01/09/2018","OPDIVOBLA   #125554","SUPPL-35","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"01/09/2018","OPDIVOBLA   #125554","SUPPL-36","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"01/09/2018","OPDIVOBLA   #125554","SUPPL-37","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"01/09/2018","OPDIVOBLA   #125554","SUPPL-38","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"01/09/2018","OPDIVOBLA   #125554","SUPPL-39","NIVOLUMAB","BRISTOL MYERS SQUIBB","","Approval"
"01/09/2018","JEVTANA KITNDA   #201023","SUPPL-21","CABAZITAXEL","SANOFI AVENTIS US","Labeling","Approval"
"01/09/2018","OSELTAMIVIR PHOSPHATEANDA  #208348","ORIG-1","OSELTAMIVIR PHOSPHATE","LUPIN","","Approval"
"01/09/2018","BALCOLTRANDA   #208612","ORIG-1","ETHINYL ESTRADIOL; LEVONORGESTREL","AVION PHARMS","Type 3 - New Dosage Form","Approval"
"01/10/2018","CHG SCRUBNDA   #019258","SUPPL-26","CHLORHEXIDINE GLUCONATE","ECOLAB","Labeling","Approval"
"01/10/2018","CIDA-STATNDA   #019258","SUPPL-26","CHLORHEXIDINE GLUCONATE","ECOLAB","Labeling","Approval"
"01/10/2018","AZACITIDINENDA   #208216","SUPPL-1","AZACITIDINE","ACTAVIS LLC","Labeling","Approval"
"01/10/2018","DUPIXENTBLA   #761055","SUPPL-5","DUPILUMAB","REGENERON PHARMACEUTICALS","","Approval"
"01/11/2018","RAXIBACUMABBLA   #125349","SUPPL-22","RAXIBACUMAB","HUMAN GENOME SCIENCES INC.","","Approval"
"01/11/2018","ADEMPASNDA   #204819","SUPPL-11","RIOCIGUAT","BAYER HLTHCARE","Efficacy","Approval"
"01/12/2018","CLARITINNDA   #019658","SUPPL-50","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"01/12/2018","CLARITIN HIVES RELIEFNDA   #019658","SUPPL-50","LORATADINE","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"01/12/2018","RAPAMUNENDA   #021083","SUPPL-62","SIROLIMUS","PF PRISM CV","Labeling","Approval"
"01/12/2018","RAPAMUNENDA   #021110","SUPPL-81","SIROLIMUS","PF PRISM CV","Labeling","Approval"
"01/12/2018","TRISENOXNDA   #021248","SUPPL-15","ARSENIC TRIOXIDE","CEPHALON","Efficacy","Approval"
"01/12/2018","ZORTRESSNDA   #021560","SUPPL-20","EVEROLIMUS","NOVARTIS","Labeling","Approval"
"01/12/2018","ZORTRESSNDA   #021560","SUPPL-21","EVEROLIMUS","NOVARTIS","Labeling","Approval"
"01/12/2018","GILOTRIFNDA   #201292","SUPPL-14","AFATINIB DIMALEATE","BOEHRINGER INGELHEIM","Efficacy","Approval"
"01/12/2018","COMETRIQNDA   #203756","SUPPL-5","CABOZANTINIB S-MALATE","EXELIXIS","Labeling","Approval"
"01/12/2018","LYNPARZANDA   #208558","SUPPL-1","OLAPARIB","ASTRAZENECA","Efficacy","Approval"
"01/12/2018","SINUVANDA   #209310","SUPPL-1","MOMETASONE FUROATE","INTERSECT ENT INC","Labeling","Approval"
"01/12/2018","POTASSIUM CHLORIDEANDA  #209688","ORIG-1","POTASSIUM CHLORIDE","VITRUVIAS THERAP","","Approval"
"01/16/2018","ALEVE PMNDA   #205352","SUPPL-10","DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM","BAYER HLTHCARE","Labeling","Approval"
"01/16/2018","REMIFENTANIL HYDROCHLORIDEANDA  #206223","ORIG-1","REMIFENTANIL HYDROCHLORIDE","FRESENIUS KABI USA","","Approval"
"01/16/2018","LIDOCAINEANDA  #210256","ORIG-1","LIDOCAINE","TEVA PHARMS USA","","Approval"
"01/17/2018","KYPROLISNDA   #202714","SUPPL-17","CARFILZOMIB","ONYX THERAP","Efficacy","Approval"
"01/17/2018","CABAZITAXEL INJECTIONNDA   #207970","ORIG-1","CABAZITAXEL","ACTAVIS LLC","Type 5 - New Formulation or New Manufacturer","Tentative Approval"
"01/17/2018","JULUCANDA   #210192","SUPPL-1","DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE","VIIV HLTHCARE","Labeling","Approval"
"01/17/2018","HYDROMORPHONE HYDROCHLORIDEANDA  #210506","ORIG-1","HYDROMORPHONE HYDROCHLORIDE","ASCENT PHARMS INC","","Approval"
"01/18/2018","MERREMNDA   #050706","SUPPL-39","MEROPENEM","PFIZER","Labeling","Approval"
"01/18/2018","KYBELLANDA   #206333","SUPPL-1","DEOXYCHOLIC ACID","KYTHERA BIOPHARMS","Labeling","Approval"
"01/18/2018","TIGECYCLINENDA   #208744","ORIG-1","TIGECYCLINE","ACCORD HLTHCARE INC","Type 5 - New Formulation or New Manufacturer","Approval"
"01/19/2018","NASACORT ALLERGY 24 HOURNDA   #020468","SUPPL-44","TRIAMCINOLONE ACETONIDE","CHATTEM SANOFI","Labeling","Approval"
"01/19/2018","MULTIHANCENDA   #021357","SUPPL-14","GADOBENATE DIMEGLUMINE","BRACCO","Efficacy","Approval"
"01/19/2018","MULTIHANCE MULTIPACKNDA   #021358","SUPPL-13","GADOBENATE DIMEGLUMINE","BRACCO","Efficacy","Approval"
"01/19/2018","DOXORUBICIN HYDROCHLORIDEANDA  #062921","SUPPL-26","DOXORUBICIN HYDROCHLORIDE","HIKMA","Manufacturing (CMC)","Approval"
"01/19/2018","MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINERNDA   #202106","SUPPL-3","MEROPENEM","B BRAUN MEDICAL INC","Labeling","Approval"
"01/19/2018","TICAGRELORANDA  #208505","ORIG-1","TICAGRELOR","SANDOZ INC","","Tentative Approval"
"01/19/2018","DOCETAXELANDA  #209640","ORIG-1","DOCETAXEL","AMNEAL","","Approval"
"01/19/2018","LEVOCETIRIZINE DIHYDROCHLORIDEANDA  #210375","ORIG-1","LEVOCETIRIZINE DIHYDROCHLORIDE","DR REDDYS","","Approval"
"01/22/2018","DIFLUCANNDA   #019949","SUPPL-68","FLUCONAZOLE","PFIZER","Labeling","Approval"
"01/22/2018","DIFLUCANNDA   #020090","SUPPL-49","FLUCONAZOLE","PFIZER","Labeling","Approval"
"01/22/2018","SPRIXNDA   #022382","SUPPL-18","KETOROLAC TROMETHAMINE","ZYLA","Labeling","Approval"
"01/22/2018","ESTRADIOLANDA  #210194","ORIG-1","ESTRADIOL","PADAGIS ISRAEL","","Approval"
"01/23/2018","COPAXONENDA   #020622","SUPPL-102","GLATIRAMER ACETATE","TEVA PHARMS USA","Labeling","Approval"
"01/23/2018","DALIRESPNDA   #022522","SUPPL-9","ROFLUMILAST","ASTRAZENECA","Efficacy","Approval"
"01/23/2018","COSENTYXBLA   #125504","SUPPL-13","SECUKINUMAB","NOVARTIS PHARMS CORP","","Approval"
"01/23/2018","ADAPALENE AND BENZOYL PEROXIDEANDA  #205033","ORIG-1","ADAPALENE; BENZOYL PEROXIDE","PADAGIS ISRAEL","","Approval"
"01/23/2018","ENTERO VU 24%NDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","LIQUID E-Z-PAQUENDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","READI-CAT 2NDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","READI-CAT 2 SMOOTHIENDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","TAGITOL VNDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","VARIBAR HONEYNDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","VARIBAR NECTARNDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","VARIBAR THIN HONEYNDA   #208143","SUPPL-6","BARIUM SULFATE","BRACCO","Efficacy","Approval"
"01/23/2018","BUMETANIDEANDA  #209916","ORIG-1","BUMETANIDE","UPSHER SMITH LABS","","Approval"
"01/23/2018","CELECOXIBANDA  #210071","ORIG-1","CELECOXIB","CSPC OUYI","","Approval"
"01/24/2018","DURAGESIC-100NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-100NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","DURAGESIC-12NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-12NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","DURAGESIC-25NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-25NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","DURAGESIC-37NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-37NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","DURAGESIC-50NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-50NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","DURAGESIC-75NDA   #019813","SUPPL-72","FENTANYL","JANSSEN PHARMS","Efficacy","Approval"
"01/24/2018","DURAGESIC-75NDA   #019813","SUPPL-73","FENTANYL","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"01/24/2018","BUSULFEXNDA   #020954","SUPPL-17","BUSULFAN","OTSUKA PHARM","Labeling","Approval"
"01/24/2018","NITROSTATNDA   #021134","SUPPL-10","NITROGLYCERIN","VIATRIS","Labeling","Approval"
"01/24/2018","AVEEDNDA   #022219","SUPPL-10","TESTOSTERONE UNDECANOATE","ENDO PHARMS INC","Labeling","Approval"
"01/24/2018","RANITIDINE HYDROCHLORIDEANDA  #076195","SUPPL-30","RANITIDINE HYDROCHLORIDE","PERRIGO","Manufacturing (CMC)","Approval"
"01/24/2018","PROLIABLA   #125320","SUPPL-185","DENOSUMAB","AMGEN","","Approval"
"01/24/2018","XGEVABLA   #125320","SUPPL-185","DENOSUMAB","AMGEN","","Approval"
"01/24/2018","NEXIUM 24HRNDA   #204655","SUPPL-9","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA LP","Labeling","Approval"
"01/24/2018","ADAPALENE AND BENZOYL PEROXIDEANDA  #206959","ORIG-1","ADAPALENE; BENZOYL PEROXIDE","TARO","","Approval"
"01/24/2018","ADAPALENE AND BENZOYL PEROXIDEANDA  #206959","ORIG-2","ADAPALENE; BENZOYL PEROXIDE","TARO","Labeling","Approval"
"01/24/2018","TRULANCENDA   #208745","SUPPL-1","PLECANATIDE","SALIX","Efficacy","Approval"
"01/24/2018","SYMPROICNDA   #208854","SUPPL-2","NALDEMEDINE TOSYLATE","BDSI","Labeling","Approval"
"01/25/2018","VIDEXNDA   #020156","SUPPL-53","DIDANOSINE","BRISTOL","Labeling","Approval"
"01/25/2018","VIDEX ECNDA   #021183","SUPPL-28","DIDANOSINE","BRISTOL MYERS SQUIBB","Labeling","Approval"
"01/25/2018","PREZISTANDA   #021976","SUPPL-47","DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"01/25/2018","PYLERANDA   #050786","SUPPL-17","BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE","ABBVIE","Labeling","Approval"
"01/25/2018","PREZISTANDA   #202895","SUPPL-21","DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"01/25/2018","PREZCOBIXNDA   #205395","SUPPL-6","COBICISTAT; DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"01/25/2018","PREZCOBIXNDA   #205395","SUPPL-7","COBICISTAT; DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"01/25/2018","LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATENDA   #205493","ORIG-1","LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE","MICRO LABS LTD","Type 4 - New Combination","Tentative Approval"
"01/25/2018","BUNAVAILNDA   #205637","SUPPL-1","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","BDSI","Labeling","Approval"
"01/25/2018","ORKAMBINDA   #206038","SUPPL-7","IVACAFTOR; LUMACAFTOR","VERTEX PHARMS INC","Efficacy","Approval"
"01/25/2018","ARISTADANDA   #207533","SUPPL-9","ARIPIPRAZOLE LAUROXIL","ALKERMES INC","Labeling","Approval"
"01/26/2018","DILAUDIDNDA   #019034","SUPPL-30","HYDROMORPHONE HYDROCHLORIDE","FRESENIUS KABI USA","Labeling","Approval"
"01/26/2018","DILAUDID-HPNDA   #019034","SUPPL-30","HYDROMORPHONE HYDROCHLORIDE","FRESENIUS KABI USA","Labeling","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #078800","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","CIPLA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #078800","ORIG-2","TENOFOVIR DISOPROXIL FUMARATE","CIPLA","","Approval"
"01/26/2018","EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATEANDA  #090513","ORIG-1","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","AUROBINDO PHARMA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090636","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","HETERO LABS LTD III","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090636","ORIG-2","TENOFOVIR DISOPROXIL FUMARATE","HETERO LABS LTD III","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090647","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","AUROBINDO PHARMA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090647","ORIG-2","TENOFOVIR DISOPROXIL FUMARATE","AUROBINDO PHARMA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090647","ORIG-3","TENOFOVIR DISOPROXIL FUMARATE","AUROBINDO PHARMA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #090742","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","STRIDES PHARMA","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #091612","SUPPL-1","TENOFOVIR DISOPROXIL FUMARATE","TEVA PHARMS USA","","Tentative Approval"
"01/26/2018","STRENSIQBLA   #125513","SUPPL-3","ASFOTASE ALFA","ALEXION PHARM","","Approval"
"01/26/2018","GEMCITABINE HYDROCHLORIDENDA   #200795","SUPPL-8","GEMCITABINE HYDROCHLORIDE","HOSPIRA INC","Labeling","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #203232","ORIG-1","TENOFOVIR DISOPROXIL FUMARATE","MACLEODS PHARMS LTD","","Approval"
"01/26/2018","TENOFOVIR DISOPROXIL FUMARATEANDA  #203232","ORIG-2","TENOFOVIR DISOPROXIL FUMARATE","MACLEODS PHARMS LTD","","Approval"
"01/26/2018","INJECTAFERNDA   #203565","SUPPL-5","FERRIC CARBOXYMALTOSE","AM REGENT","Efficacy","Approval"
"01/26/2018","ZYDELIGNDA   #205858","SUPPL-9","IDELALISIB","GILEAD SCIENCES INC","Labeling","Approval"
"01/26/2018","COTELLICNDA   #206192","SUPPL-2","COBIMETINIB FUMARATE","GENENTECH INC","Efficacy","Approval"
