"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/01/2021","ALEVENDA   #020204","SUPPL-81","NAPROXEN SODIUM","BAYER","Labeling","Approval"
"04/01/2021","DICLOFENAC POTASSIUMANDA  #075219","SUPPL-14","DICLOFENAC POTASSIUM","TEVA","Labeling","Approval"
"04/01/2021","OXYMORPHONE HYDROCHLORIDEANDA  #091443","SUPPL-7","OXYMORPHONE HYDROCHLORIDE","TEVA","Labeling","Approval"
"04/01/2021","OXYMORPHONE HYDROCHLORIDEANDA  #091443","SUPPL-10","OXYMORPHONE HYDROCHLORIDE","TEVA","Labeling","Approval"
"04/01/2021","IBUPROFENANDA  #091625","SUPPL-11","IBUPROFEN","GRANULES","Labeling","Approval"
"04/01/2021","PRALUENTBLA   #125559","SUPPL-29","ALIROCUMAB","REGENERON PHARMACEUTICALS","","Approval"
"04/01/2021","PRALUENTBLA   #125559","SUPPL-30","ALIROCUMAB","REGENERON PHARMACEUTICALS","","Approval"
"04/01/2021","DICLOFENAC SODIUMANDA  #202393","SUPPL-1","DICLOFENAC SODIUM","TWI PHARMS","Labeling","Approval"
"04/01/2021","CASPOFUNGIN ACETATENDA   #206110","SUPPL-3","CASPOFUNGIN ACETATE","FRESENIUS KABI USA","Labeling","Approval"
"04/01/2021","TOBRAMYCINANDA  #212848","ORIG-1","TOBRAMYCIN","ALKEM LABS LTD","","Approval"
"04/01/2021","BOSENTANANDA  #213154","ORIG-1","BOSENTAN","NATCO PHARMA LTD","","Tentative Approval"
"04/01/2021","DOXEPIN HYDROCHLORIDEANDA  #214908","ORIG-1","DOXEPIN HYDROCHLORIDE","APPCO","","Approval"
"04/02/2021","CHILDREN'S CLARITINNDA   #021891","SUPPL-38","LORATADINE","BAYER HEALTHCARE LLC","Labeling","Approval"
"04/02/2021","CLARITINNDA   #021891","SUPPL-38","LORATADINE","BAYER HEALTHCARE LLC","Labeling","Approval"
"04/02/2021","INDOMETHACINANDA  #070624","SUPPL-35","INDOMETHACIN","RISING","Labeling","Approval"
"04/02/2021","INDOMETHACINANDA  #070624","SUPPL-38","INDOMETHACIN","RISING","Labeling","Approval"
"04/02/2021","LOPERAMIDE HYDROCHLORIDEANDA  #076497","SUPPL-7","LOPERAMIDE HYDROCHLORIDE","LNK","Labeling","Approval"
"04/02/2021","RAMIPRILANDA  #077626","SUPPL-21","RAMIPRIL","LUPIN","Labeling","Approval"
"04/02/2021","RAMIPRILANDA  #078832","SUPPL-16","RAMIPRIL","ZYDUS PHARMS USA","Labeling","Approval"
"04/02/2021","LETROZOLEANDA  #090934","SUPPL-11","LETROZOLE","ACCORD HLTHCARE","Labeling","Approval"
"04/02/2021","LETROZOLEANDA  #090934","SUPPL-14","LETROZOLE","ACCORD HLTHCARE","Labeling","Approval"
"04/02/2021","EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATEANDA  #090958","ORIG-1","EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","CIPLA","","Approval"
"04/02/2021","RAMIPRILANDA  #091604","SUPPL-8","RAMIPRIL","AUROBINDO PHARMA LTD","Labeling","Approval"
"04/02/2021","OLOPATADINE HYDROCHLORIDEANDA  #203152","SUPPL-6","OLOPATADINE HYDROCHLORIDE","USV","Labeling","Approval"
"04/02/2021","DICLOFENAC SODIUMANDA  #203818","SUPPL-1","DICLOFENAC SODIUM","TARO","Labeling","Approval"
"04/02/2021","MEMANTINE HYDROCHLORIDEANDA  #211100","ORIG-1","MEMANTINE HYDROCHLORIDE","YICHANG HUMANWELL","","Approval"
"04/02/2021","QELBREENDA   #211964","ORIG-1","VILOXAZINE HYDROCHLORIDE","SUPERNUS PHARMS","Type 1 - New Molecular Entity","Approval"
"04/02/2021","DEOXYCHOLIC ACIDANDA  #212296","ORIG-1","DEOXYCHOLIC ACID","SLAYBACK PHARMA LLC","","Approval"
"04/02/2021","FLUOCINOLONE ACETONIDEANDA  #212760","ORIG-1","FLUOCINOLONE ACETONIDE","QUAGEN","","Approval"
"04/02/2021","FLUOCINOLONE ACETONIDEANDA  #212761","ORIG-1","FLUOCINOLONE ACETONIDE","QUAGEN","","Approval"
"04/02/2021","FLUOCINOLONE ACETONIDEANDA  #212762","ORIG-1","FLUOCINOLONE ACETONIDE","QUAGEN","","Approval"
"04/05/2021","REGONOLNDA   #017398","SUPPL-25","PYRIDOSTIGMINE BROMIDE","SANDOZ INC","Labeling","Approval"
"04/05/2021","TOLMETIN SODIUMANDA  #073462","SUPPL-5","TOLMETIN SODIUM","FOSUN PHARMA","Labeling","Approval"
"04/05/2021","TOLMETIN SODIUMANDA  #073588","SUPPL-3","TOLMETIN SODIUM","FOSUN PHARMA","Labeling","Approval"
"04/05/2021","TOLMETIN SODIUMANDA  #074002","SUPPL-2","TOLMETIN SODIUM","FOSUN PHARMA","Labeling","Approval"
"04/05/2021","LEVOCETIRIZINE DIHYDROCHLORIDEANDA  #090392","SUPPL-4","LEVOCETIRIZINE DIHYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"04/05/2021","LEVOCETIRIZINE DIHYDROCHLORIDEANDA  #090392","SUPPL-5","LEVOCETIRIZINE DIHYDROCHLORIDE","DR REDDYS LABS LTD","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #091291","SUPPL-5","LEVETIRACETAM","ANDA REPOSITORY","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #091291","SUPPL-6","LEVETIRACETAM","ANDA REPOSITORY","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #091291","SUPPL-7","LEVETIRACETAM","ANDA REPOSITORY","Labeling","Approval"
"04/05/2021","AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDEANDA  #201087","SUPPL-1","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN","STRIDES PHARMA","Labeling","Approval"
"04/05/2021","AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDEANDA  #201087","SUPPL-6","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN","STRIDES PHARMA","Labeling","Approval"
"04/05/2021","AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDEANDA  #201087","SUPPL-7","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN","STRIDES PHARMA","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #207175","SUPPL-1","LEVETIRACETAM","HISUN PHARM HANGZHOU","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #207175","SUPPL-2","LEVETIRACETAM","HISUN PHARM HANGZHOU","Labeling","Approval"
"04/05/2021","LEVETIRACETAMANDA  #207175","SUPPL-3","LEVETIRACETAM","HISUN PHARM HANGZHOU","Labeling","Approval"
"04/05/2021","ABIRATERONE ACETATEANDA  #209227","SUPPL-2","ABIRATERONE ACETATE","GLENMARK PHARMS","Labeling","Approval"
"04/05/2021","NALOXONE HYDROCHLORIDEANDA  #209522","SUPPL-2","NALOXONE HYDROCHLORIDE","TEVA PHARMS USA","Labeling","Approval"
"04/05/2021","NALOXONE HYDROCHLORIDEANDA  #209522","SUPPL-4","NALOXONE HYDROCHLORIDE","TEVA PHARMS USA","Labeling","Approval"
"04/05/2021","ABIRATERONE ACETATEANDA  #210686","SUPPL-2","ABIRATERONE ACETATE","MSN","Labeling","Approval"
"04/05/2021","ABIRATERONE ACETATEANDA  #212462","SUPPL-1","ABIRATERONE ACETATE","QILU","Labeling","Approval"
"04/05/2021","NEOSTIGMINE METHYLSULFATEANDA  #212804","ORIG-1","NEOSTIGMINE METHYLSULFATE","MEITHEAL","","Approval"
"04/06/2021","ERBITUXBLA   #125084","SUPPL-277","CETUXIMAB","IMCLONE","","Approval"
"04/06/2021","ERBITUXBLA   #125084","SUPPL-280","CETUXIMAB","IMCLONE","","Approval"
"04/06/2021","TRANEXAMIC ACIDANDA  #205035","SUPPL-4","TRANEXAMIC ACID","EUGIA PHARMA","Labeling","Approval"
"04/06/2021","BUDESONIDEANDA  #205710","SUPPL-9","BUDESONIDE","CIPLA","Labeling","Approval"
"04/06/2021","FULVESTRANTNDA   #210063","SUPPL-2","FULVESTRANT","TEVA PHARMS USA INC","Labeling","Approval"
"04/06/2021","MACITENTANANDA  #211224","ORIG-1","MACITENTAN","ZYDUS","","Approval"
"04/07/2021","EXFORGENDA   #021990","SUPPL-41","AMLODIPINE BESYLATE; VALSARTAN","NOVARTIS","Labeling","Approval"
"04/07/2021","KETAMINE HYDROCHLORIDEANDA  #074524","SUPPL-18","KETAMINE HYDROCHLORIDE","HIKMA","Labeling","Approval"
"04/07/2021","RIZATRIPTAN BENZOATEANDA  #078173","SUPPL-7","RIZATRIPTAN BENZOATE","MYLAN PHARMS INC","Labeling","Approval"
"04/07/2021","VANCOMYCIN HYDROCHLORIDEANDA  #091554","SUPPL-14","VANCOMYCIN HYDROCHLORIDE","MYLAN LABS LTD","Labeling","Approval"
"04/07/2021","VANCOMYCIN HYDROCHLORIDEANDA  #091554","SUPPL-15","VANCOMYCIN HYDROCHLORIDE","MYLAN LABS LTD","Labeling","Approval"
"04/07/2021","VILAZODONE HYDROCHLORIDEANDA  #208200","ORIG-1","VILAZODONE HYDROCHLORIDE","INVAGEN PHARMS","","Approval"
"04/07/2021","TERIFLUNOMIDEANDA  #209638","SUPPL-4","TERIFLUNOMIDE","AUROBINDO PHARMA","Labeling","Approval"
"04/07/2021","TERIFLUNOMIDEANDA  #209663","SUPPL-3","TERIFLUNOMIDE","GLENMARK PHARMS","Labeling","Approval"
"04/07/2021","EFINACONAZOLEANDA  #212027","ORIG-1","EFINACONAZOLE","ALEOR DERMACEUTICALS","","Tentative Approval"
"04/07/2021","VANCOMYCIN HYDROCHLORIDEANDA  #212332","SUPPL-3","VANCOMYCIN HYDROCHLORIDE","HAINAN POLY PHARM","Labeling","Approval"
"04/07/2021","SELEXIPAGANDA  #214367","ORIG-1","SELEXIPAG","MSN LABORATORIES PRIVATE LTD","","Tentative Approval"
"04/07/2021","TRODELVYBLA   #761115","SUPPL-5","SACITUZUMAB GOVITECAN-HZIY","IMMUNOMEDICS INC","","Approval"
"04/07/2021","TRODELVYBLA   #761115","SUPPL-13","SACITUZUMAB GOVITECAN-HZIY","IMMUNOMEDICS INC","","Approval"
"04/08/2021","TIROFIBAN HYDROCHLORIDEANDA  #206888","ORIG-1","TIROFIBAN HYDROCHLORIDE","GLAND PHARMA LTD","","Approval"
"04/08/2021","ZTLIDONDA   #207962","SUPPL-5","LIDOCAINE","SCILEX PHARMS","Efficacy","Approval"
"04/08/2021","PANTOPRAZOLE SODIUMANDA  #208580","SUPPL-1","PANTOPRAZOLE SODIUM","MYLAN LABS LTD","Labeling","Approval"
"04/08/2021","PANTOPRAZOLE SODIUMANDA  #208580","SUPPL-2","PANTOPRAZOLE SODIUM","MYLAN LABS LTD","Labeling","Approval"
"04/08/2021","PANTOPRAZOLE SODIUMANDA  #208580","SUPPL-3","PANTOPRAZOLE SODIUM","MYLAN LABS LTD","Labeling","Approval"
"04/08/2021","NICARDIPINE HYDROCHLORIDEANDA  #211121","ORIG-1","NICARDIPINE HYDROCHLORIDE","EUGIA PHARMA","","Approval"
