"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"08/03/2020","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076265","SUPPL-29","HYDROCHLOROTHIAZIDE; LISINOPRIL","HIKMA INTL PHARMS","Labeling","Approval"
"08/03/2020","LISINOPRIL AND HYDROCHLOROTHIAZIDEANDA  #076265","SUPPL-30","HYDROCHLOROTHIAZIDE; LISINOPRIL","HIKMA INTL PHARMS","Labeling","Approval"
"08/03/2020","VIGABATRINANDA  #209824","SUPPL-1","VIGABATRIN","TEVA PHARMS USA","Labeling","Approval"
"08/03/2020","VIGABATRINANDA  #209824","SUPPL-6","VIGABATRIN","TEVA PHARMS USA","Labeling","Approval"
"08/03/2020","MIFEPRISTONEANDA  #211436","ORIG-1","MIFEPRISTONE","TEVA PHARMS USA INC","","Approval"
"08/03/2020","EMPAGLIFLOZINANDA  #212331","ORIG-1","EMPAGLIFLOZIN","LUPIN LTD","","Tentative Approval"
"08/03/2020","METRONIDAZOLE IN PLASTIC CONTAINERANDA  #212435","ORIG-1","METRONIDAZOLE","GLAND PHARMA LTD","","Approval"
"08/03/2020","VASOPRESSINNDA   #212593","ORIG-1","VASOPRESSIN","AM REGENT","Type 5 - New Formulation or New Manufacturer","Approval"
"08/04/2020","PIPERACILLINANDA  #065157","SUPPL-10","PIPERACILLIN SODIUM","ISTITUTO BIO ITA SPA","Labeling","Approval"
"08/04/2020","MYCOPHENOLATE MOFETILANDA  #065491","SUPPL-19","MYCOPHENOLATE MOFETIL","TEVA PHARMS","Labeling","Approval"
"08/04/2020","MYCOPHENOLATE MOFETILANDA  #090055","SUPPL-16","MYCOPHENOLATE MOFETIL","STRIDES PHARMA","Labeling","Approval"
"08/04/2020","MYCOPHENOLATE MOFETILANDA  #090456","SUPPL-18","MYCOPHENOLATE MOFETIL","STRIDES PHARMA","Labeling","Approval"
"08/04/2020","CONTRAVENDA   #200063","SUPPL-15","BUPROPION HYDROCHLORIDE; NALTREXONE HYDROCHLORIDE","NALPROPION","Labeling","Approval"
"08/04/2020","CLONIDINE HYDROCHLORIDE ANDA  #202984","SUPPL-9","CLONIDINE HYDROCHLORIDE","ANCHEN PHARMS","Labeling","Approval"
"08/04/2020","CLONIDINE HYDROCHLORIDE ANDA  #202984","SUPPL-12","CLONIDINE HYDROCHLORIDE","ANCHEN PHARMS","Labeling","Approval"
"08/04/2020","GEMCITABINE HYDROCHLORIDEANDA  #206776","SUPPL-4","GEMCITABINE HYDROCHLORIDE","APOTEX","Labeling","Approval"
"08/04/2020","EPHEDRINE SULFATEANDA  #209646","ORIG-1","EPHEDRINE SULFATE","FRESENIUS KABI USA","","Approval"
"08/04/2020","CLONIDINE HYDROCHLORIDEANDA  #209686","SUPPL-7","CLONIDINE HYDROCHLORIDE","AJANTA PHARMA LTD","Labeling","Approval"
"08/04/2020","METHOCARBAMOLANDA  #211504","SUPPL-1","METHOCARBAMOL","GLAND PHARMA LTD","Labeling","Approval"
"08/04/2020","TURALIONDA   #211810","SUPPL-5","PEXIDARTINIB HYDROCHLORIDE","DAIICHI SANKYO INC","REMS","Approval"
"08/04/2020","PENICILLAMINEANDA  #211867","ORIG-1","PENICILLAMINE","DR REDDYS","","Approval"
"08/04/2020","NINTEDANIBANDA  #212732","ORIG-1","NINTEDANIB","ACCORD HLTHCARE INC","","Tentative Approval"
"08/04/2020","NICOTINE POLACRILEXANDA  #213233","ORIG-1","NICOTINE POLACRILEX","DR REDDYS LABS SA","","Approval"
"08/04/2020","XTANDINDA   #213674","ORIG-1","ENZALUTAMIDE","ASTELLAS","Type 3 - New Dosage Form","Approval"
