"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/01/2022","TADALAFILANDA  #210567","SUPPL-2","TADALAFIL","LUPIN LTD","Labeling","Approval"
"04/01/2022","ZEPZELCANDA   #213702","SUPPL-4","LURBINECTEDIN","JAZZ","Labeling","Approval"
"04/01/2022","LIVMARLINDA   #214662","SUPPL-1","MARALIXIBAT CHLORIDE","MIRUM","Labeling","Approval"
"04/01/2022","FLUPHENAZINE HYDROCHLORIDEANDA  #215848","ORIG-1","FLUPHENAZINE HYDROCHLORIDE","TWI PHARMS","","Approval"
"04/04/2022","LEVOFLOXACINANDA  #077652","SUPPL-19","LEVOFLOXACIN","CADILA","Manufacturing (CMC)","Approval"
"04/04/2022","BRIMONIDINE TARTRATE AND TIMOLOL MALEATEANDA  #091087","ORIG-1","BRIMONIDINE TARTRATE; TIMOLOL MALEATE","SANDOZ INC","","Approval"
"04/04/2022","VALSARTAN AND HYDROCHLOROTHIAZIDEANDA  #202519","SUPPL-15","HYDROCHLOROTHIAZIDE; VALSARTAN","AUROBINDO PHARMA LTD","Labeling","Approval"
"04/04/2022","DABIGATRAN ETEXILATE MESYLATEANDA  #208046","ORIG-1","DABIGATRAN ETEXILATE MESYLATE","ALEMBIC PHARMS LTD","","Tentative Approval"
"04/04/2022","VANCOMYCIN HYDROCHLORIDENDA   #209481","SUPPL-16","VANCOMYCIN HYDROCHLORIDE","MYLAN LABS LTD","Labeling","Approval"
"04/05/2022","SOLARAZENDA   #021005","SUPPL-23","DICLOFENAC SODIUM","FOUGERA PHARMS","Labeling","Approval"
"04/05/2022","METRONIDAZOLEANDA  #070035","SUPPL-60","METRONIDAZOLE","WATSON LABS","Labeling","Approval"
"04/05/2022","METRONIDAZOLEANDA  #070035","SUPPL-61","METRONIDAZOLE","WATSON LABS","Labeling","Approval"
"04/05/2022","METRONIDAZOLEANDA  #070044","SUPPL-59","METRONIDAZOLE","WATSON LABS INC","Labeling","Approval"
"04/05/2022","METRONIDAZOLEANDA  #070044","SUPPL-60","METRONIDAZOLE","WATSON LABS INC","Labeling","Approval"
"04/05/2022","IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #077446","SUPPL-13","HYDROCHLOROTHIAZIDE; IRBESARTAN","SANDOZ","Labeling","Approval"
"04/05/2022","IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #077446","SUPPL-14","HYDROCHLOROTHIAZIDE; IRBESARTAN","SANDOZ","Labeling","Approval"
"04/05/2022","IRBESARTAN AND HYDROCHLOROTHIAZIDEANDA  #090351","SUPPL-12","HYDROCHLOROTHIAZIDE; IRBESARTAN","HIKMA","Labeling","Approval"
