"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"07/01/2020","PRADAXANDA   #022512","SUPPL-39","DABIGATRAN ETEXILATE MESYLATE","BOEHRINGER INGELHEIM","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #065421","SUPPL-8","RIFAMPIN","MYLAN LABS LTD","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #065421","SUPPL-9","RIFAMPIN","MYLAN LABS LTD","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #065421","SUPPL-14","RIFAMPIN","MYLAN LABS LTD","Labeling","Approval"
"07/01/2020","BUMETANIDEANDA  #074332","SUPPL-15","BUMETANIDE","HOSPIRA","Labeling","Approval"
"07/01/2020","SUMATRIPTAN SUCCINATEANDA  #076847","SUPPL-5","SUMATRIPTAN SUCCINATE","DR REDDYS LABS INC","Labeling","Approval"
"07/01/2020","SUMATRIPTAN SUCCINATEANDA  #076847","SUPPL-6","SUMATRIPTAN SUCCINATE","DR REDDYS LABS INC","Labeling","Approval"
"07/01/2020","NATPARABLA   #125511","SUPPL-20","PARATHYROID HORMONE","NPS PHARMS INC","","Approval"
"07/01/2020","RIFAMPINANDA  #205039","SUPPL-1","RIFAMPIN","HIKMA PHARMS","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #205039","SUPPL-2","RIFAMPIN","HIKMA PHARMS","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #205039","SUPPL-3","RIFAMPIN","HIKMA PHARMS","Labeling","Approval"
"07/01/2020","RIFAMPINANDA  #205039","SUPPL-4","RIFAMPIN","HIKMA PHARMS","Labeling","Approval"
"07/01/2020","ATORVASTATIN CALCIUMANDA  #205519","SUPPL-21","ATORVASTATIN CALCIUM","SCIEGEN PHARMS INC","Labeling","Approval"
"07/01/2020","BUTALBITAL, ACETAMINOPHEN AND CAFFEINEANDA  #213046","ORIG-1","ACETAMINOPHEN; BUTALBITAL; CAFFEINE","TARO PHARM INDS LTD","","Approval"
"07/01/2020","DOXEPIN HYDROCHLORIDEANDA  #213063","ORIG-1","DOXEPIN HYDROCHLORIDE","TARO PHARM INDS LTD","","Approval"
"07/01/2020","PHENYLEPHRINE HYDROCHLORIDEANDA  #213237","ORIG-1","PHENYLEPHRINE HYDROCHLORIDE","ACCORD HLTHCARE","","Approval"
"07/01/2020","LEVORPHANOL TARTRATEANDA  #213479","ORIG-1","LEVORPHANOL TARTRATE","NOVITIUM PHARMA","","Approval"
"07/01/2020","TRIAMCINOLONE ACETONIDEANDA  #213559","ORIG-1","TRIAMCINOLONE ACETONIDE","QUAGEN","","Approval"
"07/01/2020","FUROSEMIDEANDA  #213902","ORIG-1","FUROSEMIDE","GLAND PHARMA LTD","","Approval"
"07/02/2020","HEPARIN SODIUMNDA   #017029","SUPPL-156","HEPARIN SODIUM","FRESENIUS KABI USA","Labeling","Approval"
"07/02/2020","HEPARIN SODIUM IN PLASTIC CONTAINERNDA   #017029","SUPPL-156","HEPARIN SODIUM","FRESENIUS KABI USA","Labeling","Approval"
