"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"11/01/2021","AZULFIDINENDA   #007073","SUPPL-130","SULFASALAZINE","PFIZER","Labeling","Approval"
"11/01/2021","AZULFIDINE EN-TABSNDA   #007073","SUPPL-130","SULFASALAZINE","PFIZER","Labeling","Approval"
"11/01/2021","ROWASANDA   #019618","SUPPL-29","MESALAMINE","MYLAN SPECIALITY LP","Labeling","Approval"
"11/01/2021","SFROWASANDA   #019618","SUPPL-29","MESALAMINE","MYLAN SPECIALITY LP","Labeling","Approval"
"11/01/2021","DIPENTUMNDA   #019715","SUPPL-30","OLSALAZINE SODIUM","MYLAN SPCLT VIATRIS","Labeling","Approval"
"11/01/2021","PENTASANDA   #020049","SUPPL-36","MESALAMINE","TAKEDA PHARMS USA","Labeling","Approval"
"11/01/2021","COLAZALNDA   #020610","SUPPL-24","BALSALAZIDE DISODIUM","VALEANT PHARMS INTL","Labeling","Approval"
"11/01/2021","CANASANDA   #021252","SUPPL-28","MESALAMINE","ABBVIE","Labeling","Approval"
"11/01/2021","FINACEANDA   #021470","SUPPL-17","AZELAIC ACID","LEO PHARMA AS","Labeling","Approval"
"11/01/2021","ASACOL HDNDA   #021830","SUPPL-19","MESALAMINE","ABBVIE","Labeling","Approval"
"11/01/2021","LIALDANDA   #022000","SUPPL-23","MESALAMINE","TAKEDA PHARMS USA","Labeling","Approval"
"11/01/2021","GIAZONDA   #022205","SUPPL-5","BALSALAZIDE DISODIUM","VALEANT PHARMS INTL","Labeling","Approval"
"11/01/2021","APRISONDA   #022301","SUPPL-18","MESALAMINE","VALEANT PHARMS INTL","Labeling","Approval"
"11/01/2021","DEXMETHYLPHENIDATE HYDROCHLORIDEANDA  #202842","SUPPL-8","DEXMETHYLPHENIDATE HYDROCHLORIDE","PAR PHARM INC","Labeling","Approval"
"11/01/2021","DELZICOLNDA   #204412","SUPPL-15","MESALAMINE","ABBVIE","Labeling","Approval"
"11/01/2021","SAVAYSANDA   #206316","SUPPL-18","EDOXABAN TOSYLATE","DAIICHI SANKYO INC","Labeling","Approval"
"11/01/2021","QUETIAPINE FUMARATEANDA  #207655","SUPPL-5","QUETIAPINE FUMARATE","AUROBINDO PHARMA","Labeling","Approval"
"11/01/2021","QUETIAPINE FUMARATEANDA  #207655","SUPPL-6","QUETIAPINE FUMARATE","AUROBINDO PHARMA","Labeling","Approval"
"11/01/2021","QUETIAPINE FUMARATEANDA  #207655","SUPPL-7","QUETIAPINE FUMARATE","AUROBINDO PHARMA","Labeling","Approval"
"11/01/2021","ACYCLOVIRANDA  #208766","SUPPL-2","ACYCLOVIR","AMNEAL","Labeling","Approval"
"11/01/2021","ASTEPRO ALLERGYNDA   #213872","SUPPL-1","AZELASTINE HYDROCHLORIDE","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"11/01/2021","CHILDREN'S ASTEPRO ALLERGYNDA   #213872","SUPPL-1","AZELASTINE HYDROCHLORIDE","BAYER HLTHCARE","Manufacturing (CMC)","Approval"
"11/01/2021","DROXIDOPAANDA  #215265","ORIG-1","DROXIDOPA","SLATE RUN PHARMA","","Approval"
"11/02/2021","VYVANSENDA   #021977","SUPPL-47","LISDEXAMFETAMINE DIMESYLATE","TAKEDA PHARMS USA","Labeling","Approval"
"11/02/2021","ZIPRASIDONE HYDROCHLORIDEANDA  #077565","SUPPL-14","ZIPRASIDONE HYDROCHLORIDE","DR REDDYS LABS INC","Labeling","Approval"
"11/02/2021","ZIPRASIDONE HYDROCHLORIDEANDA  #077565","SUPPL-18","ZIPRASIDONE HYDROCHLORIDE","DR REDDYS LABS INC","Labeling","Approval"
"11/02/2021","DISULFIRAMANDA  #091563","SUPPL-7","DISULFIRAM","CHARTWELL MOLECULES","Manufacturing (CMC)","Approval"
"11/02/2021","ONCASPARBLA   #103411","SUPPL-5201","PEGASPARGASE","SIGMA TAU","","Approval"
"11/02/2021","QUETIAPINE FUMARATEANDA  #202674","SUPPL-9","QUETIAPINE FUMARATE","UNICHEM","Labeling","Approval"
"11/02/2021","QUETIAPINE FUMARATEANDA  #202674","SUPPL-11","QUETIAPINE FUMARATE","UNICHEM","Labeling","Approval"
"11/02/2021","QUETIAPINE FUMARATEANDA  #202674","SUPPL-12","QUETIAPINE FUMARATE","UNICHEM","Labeling","Approval"
"11/02/2021","QUETIAPINE FUMARATEANDA  #202674","SUPPL-13","QUETIAPINE FUMARATE","UNICHEM","Labeling","Approval"
"11/02/2021","QUETIAPINE FUMARATEANDA  #202674","SUPPL-16","QUETIAPINE FUMARATE","UNICHEM","Labeling","Approval"
"11/02/2021","VYVANSENDA   #208510","SUPPL-4","LISDEXAMFETAMINE DIMESYLATE","TAKEDA PHARMS USA","Labeling","Approval"
"11/02/2021","ACYCLOVIRANDA  #208702","SUPPL-2","ACYCLOVIR","PADAGIS ISRAEL","Labeling","Approval"
"11/02/2021","PAROXETINE HYDROCHLORIDEANDA  #211248","ORIG-1","PAROXETINE HYDROCHLORIDE","YILING","","Approval"
"11/02/2021","CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDEANDA  #211476","ORIG-1","CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE","TEVA PHARMS USA","","Approval"
"11/02/2021","LEVOLEUCOVORIN CALCIUMANDA  #213797","ORIG-1","LEVOLEUCOVORIN CALCIUM","PRAXGEN","","Approval"
"11/02/2021","VALSARTANANDA  #214102","ORIG-1","VALSARTAN","NOVITIUM PHARMA","","Approval"
"11/02/2021","MYCOPHENOLATE MOFETILANDA  #214871","ORIG-1","MYCOPHENOLATE MOFETIL","AMNEAL","","Approval"
"11/03/2021","LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019632","SUPPL-50","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","B BRAUN","Labeling","Approval"
"11/03/2021","DEXTROSE 2.5% IN HALF-STRENGTH LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019634","SUPPL-50","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","B BRAUN","Labeling","Approval"
"11/03/2021","DEXTROSE 4% IN MODIFIED LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019634","SUPPL-50","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","B BRAUN","Labeling","Approval"
"11/03/2021","DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019634","SUPPL-50","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","B BRAUN","Labeling","Approval"
"11/03/2021","RINGER'S IN PLASTIC CONTAINERNDA   #020002","SUPPL-32","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE","B BRAUN","Labeling","Approval"
"11/03/2021","EXCEDRIN (MIGRAINE RELIEF)NDA   #020802","SUPPL-38","ACETAMINOPHEN; ASPIRIN; CAFFEINE","GLAXOSMITHKLINE CONS","Labeling","Approval"
"11/03/2021","ZYRTEC-D 12 HOURNDA   #021150","SUPPL-21","CETIRIZINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE","J AND J CONSUMER INC","Labeling","Approval"
"11/03/2021","CITANEST FORTE DENTALNDA   #021383","SUPPL-10","EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE","DENTSPLY PHARM","Labeling","Approval"
"11/03/2021","ROZEREMNDA   #021782","SUPPL-22","RAMELTEON","TAKEDA PHARMS USA","Labeling","Approval"
"11/03/2021","VOLTAREN ARTHRITIS PAINNDA   #022122","SUPPL-18","DICLOFENAC SODIUM","GLAXOSMITHKLINE CONS","Labeling","Approval"
"11/03/2021","FLECAINIDE ACETATEANDA  #075882","SUPPL-13","FLECAINIDE ACETATE","ANI PHARMS","Manufacturing (CMC)","Approval"
"11/03/2021","BETASERONBLA   #103471","SUPPL-5200","INTERFERON BETA-1B","BAYER HEALTHCARE PHARMS","","Approval"
"11/03/2021","AVONEXBLA   #103628","SUPPL-5266","INTERFERON BETA-1A","BIOGEN","","Approval"
"11/03/2021","REBIFBLA   #103780","SUPPL-5210","INTERFERON BETA-1A","SERONO INC","","Approval"
"11/03/2021","EXTAVIABLA   #125290","SUPPL-73","INTERFERON BETA-1B","NOVARTIS PHARMS","","Approval"
"11/03/2021","PLEGRIDYBLA   #125499","SUPPL-23","PEGINTERFERON BETA-1A","BIOGEN IDEC INC","","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-3","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-5","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-6","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-7","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-8","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-9","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-11","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","OLANZAPINEANDA  #203708","SUPPL-13","OLANZAPINE","AUROBINDO PHARMA LTD","Labeling","Approval"
"11/03/2021","ISOSULFAN BLUEANDA  #213130","ORIG-1","ISOSULFAN BLUE","MEITHEAL","","Approval"
"11/03/2021","GATIFLOXACINANDA  #213542","ORIG-1","GATIFLOXACIN","TORRENT","","Approval"
"11/03/2021","MYCOPHENOLIC SODIUMANDA  #214289","ORIG-1","MYCOPHENOLIC SODIUM","TWI PHARMS","","Approval"
"11/03/2021","FAMOTIDINEANDA  #216030","ORIG-1","FAMOTIDINE","ASCENT PHARMS INC","","Approval"
"11/04/2021","VELCADENDA   #021602","SUPPL-46","BORTEZOMIB","TAKEDA PHARMS USA","Labeling","Approval"
"11/04/2021","BYETTANDA   #021773","SUPPL-45","EXENATIDE SYNTHETIC","ASTRAZENECA AB","Efficacy","Approval"
"11/04/2021","SALONPASNDA   #022029","SUPPL-19","MENTHOL; METHYL SALICYLATE","HISAMITSU PHARM CO","Labeling","Approval"
"11/04/2021","JANUMETNDA   #022044","SUPPL-51","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE","MSD SUB MERCK","Labeling","Approval"
"11/04/2021","JANUMET XRNDA   #202270","SUPPL-25","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE","MERCK SHARP DOHME","Labeling","Approval"
"11/04/2021","DYANAVEL XR 10NDA   #210526","ORIG-1","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","TRIS PHARMA INC","Type 3 - New Dosage Form","Approval"
"11/04/2021","DYANAVEL XR 15NDA   #210526","ORIG-1","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","TRIS PHARMA INC","Type 3 - New Dosage Form","Approval"
"11/04/2021","DYANAVEL XR 20NDA   #210526","ORIG-1","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","TRIS PHARMA INC","Type 3 - New Dosage Form","Approval"
"11/04/2021","DYANAVEL XR 5NDA   #210526","ORIG-1","AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE","TRIS PHARMA INC","Type 3 - New Dosage Form","Approval"
"11/04/2021","YUPELRINDA   #210598","SUPPL-2","REVEFENACIN","MYLAN IRELAND LTD","Labeling","Approval"
"11/04/2021","HYDROCORTISONE VALERATEANDA  #211047","ORIG-1","HYDROCORTISONE VALERATE","ENCUBE ETHICALS","","Approval"
"11/04/2021","PREGABALINANDA  #211967","ORIG-1","PREGABALIN","MYLAN","","Approval"
"11/04/2021","YUTREPIANDA   #213005","ORIG-1","TREPROSTINIL","Liquidia Technologies, Inc.","Type 3 - New Dosage Form","Tentative Approval"
"11/04/2021","TADALAFILANDA  #215556","ORIG-1","TADALAFIL","VKT PHARMA","","Approval"
"11/04/2021","BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDEANDA  #215562","ORIG-1","BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE","NOVITIUM PHARMA","","Approval"
"11/04/2021","FAMOTIDINEANDA  #215767","ORIG-1","FAMOTIDINE","ANNORA PHARMA","","Approval"
"11/05/2021","DEXMETHYLPHENIDATE HYDROCHLORIDEANDA  #206734","ORIG-1","DEXMETHYLPHENIDATE HYDROCHLORIDE","SUN PHARM INDS INC","","Approval"
"11/05/2021","ROZLYTREKNDA   #212725","SUPPL-5","ENTRECTINIB","GENENTECH INC","Labeling","Approval"
"11/05/2021","EPRONTIANDA   #214679","ORIG-1","TOPIRAMATE","AZURITY","Type 3 - New Dosage Form","Approval"
"11/08/2021","AMNESTEEMANDA  #075945","SUPPL-41","ISOTRETINOIN","MYLAN PHARMS INC","Labeling","Approval"
"11/08/2021","CLARAVISANDA  #076135","SUPPL-53","ISOTRETINOIN","TEVA PHARMS USA","Labeling","Approval"
"11/08/2021","CLARAVISANDA  #076356","SUPPL-48","ISOTRETINOIN","TEVA PHARMS USA","Labeling","Approval"
"11/08/2021","MYORISANANDA  #076485","SUPPL-28","ISOTRETINOIN","DOUGLAS PHARMS","Labeling","Approval"
"11/08/2021","VANCOMYCIN HYDROCHLORIDEANDA  #200837","SUPPL-12","VANCOMYCIN HYDROCHLORIDE","SAGENT PHARMS","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #201749","SUPPL-3","METHOTREXATE SODIUM","SUN PHARM","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #201749","SUPPL-6","METHOTREXATE SODIUM","SUN PHARM","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #201749","SUPPL-10","METHOTREXATE SODIUM","SUN PHARM","Labeling","Approval"
"11/08/2021","AZTREONAMANDA  #206517","ORIG-1","AZTREONAM","HOSPIRA","","Approval"
"11/08/2021","TRANEXAMIC ACIDANDA  #206594","SUPPL-4","TRANEXAMIC ACID","AKORN","Labeling","Approval"
"11/08/2021","ISOTRETINOINANDA  #207792","SUPPL-15","ISOTRETINOIN","AMNEAL PHARMS NY","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #207812","SUPPL-2","METHOTREXATE SODIUM","ZYDUS PHARMS","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #207812","SUPPL-4","METHOTREXATE SODIUM","ZYDUS PHARMS","Labeling","Approval"
"11/08/2021","CLOBAZAMANDA  #208825","SUPPL-2","CLOBAZAM","BIONPHARMA INC","Labeling","Approval"
"11/08/2021","MAGNESIUM SULFATE IN PLASTIC CONTAINERANDA  #209642","ORIG-1","MAGNESIUM SULFATE","MILLA PHARMS","","Approval"
"11/08/2021","CLOBAZAMANDA  #209687","SUPPL-5","CLOBAZAM","UPSHER SMITH LABS","Labeling","Approval"
"11/08/2021","CLOBAZAMANDA  #211959","SUPPL-1","CLOBAZAM","CELLTRION","Labeling","Approval"
"11/08/2021","CLOBAZAMANDA  #212398","SUPPL-1","CLOBAZAM","ACCORD HLTHCARE","Labeling","Approval"
"11/08/2021","METHOTREXATE SODIUMANDA  #213343","SUPPL-1","METHOTREXATE SODIUM","ACCORD HLTHCARE","Labeling","Approval"
"11/08/2021","METOPROLOL SUCCINATEANDA  #213854","SUPPL-1","METOPROLOL SUCCINATE","YICHANG HUMANWELL","Manufacturing (CMC)","Approval"
"11/08/2021","LIDOCAINE HYDROCHLORIDEANDA  #214336","ORIG-1","LIDOCAINE HYDROCHLORIDE","ASPIRO","","Approval"
"11/08/2021","LIDOCAINE HYDROCHLORIDEANDA  #214339","ORIG-1","LIDOCAINE HYDROCHLORIDE","ASPIRO","","Approval"
