"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"09/01/2018","AVEEDNDA   #022219","SUPPL-11","TESTOSTERONE UNDECANOATE","ENDO PHARMS INC","REMS","Approval"
"09/04/2018","SUMATRIPTAN AND NAPROXEN SODIUMANDA  #090872","ORIG-1","NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE","RISING","","Approval"
"09/04/2018","NAPROXEN AND ESOMEPRAZOLE MAGNESIUMANDA  #202461","ORIG-1","ESOMEPRAZOLE MAGNESIUM; NAPROXEN","DR REDDYS LABS LTD","","Tentative Approval"
"09/04/2018","EFAVIRENZ, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATEANDA  #203041","ORIG-1","EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE","AUROBINDO PHARMA","","Approval"
"09/04/2018","TICAGRELORANDA  #208390","ORIG-1","TICAGRELOR","WATSON LABS INC","","Approval"
"09/04/2018","FIASPBLA   #208751","SUPPL-5","INSULIN ASPART","NOVO","","Approval"
"09/04/2018","FIASP FLEXTOUCHBLA   #208751","SUPPL-5","INSULIN ASPART","NOVO","","Approval"
"09/04/2018","FIASP PENFILLBLA   #208751","SUPPL-5","INSULIN ASPART","NOVO","","Approval"
"09/04/2018","TERIFLUNOMIDEANDA  #209700","ORIG-1","TERIFLUNOMIDE","TEVA PHARMS USA","","Approval"
"09/04/2018","BEXAROTENEANDA  #210105","ORIG-1","BEXAROTENE","AMNEAL PHARMS NY","","Approval"
"09/05/2018","HYCAMTINNDA   #020671","SUPPL-23","TOPOTECAN HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"09/05/2018","HYCAMTINNDA   #020981","SUPPL-8","TOPOTECAN HYDROCHLORIDE","NOVARTIS","Labeling","Approval"
"09/05/2018","WARFARIN SODIUMANDA  #040616","SUPPL-9","WARFARIN SODIUM","PLIVA","Labeling","Approval"
"09/05/2018","WARFARIN SODIUMANDA  #040616","SUPPL-12","WARFARIN SODIUM","PLIVA","Labeling","Approval"
"09/05/2018","WARFARIN SODIUMANDA  #040616","SUPPL-14","WARFARIN SODIUM","PLIVA","Labeling","Approval"
"09/05/2018","WARFARIN SODIUMANDA  #040616","SUPPL-15","WARFARIN SODIUM","PLIVA","Labeling","Approval"
"09/05/2018","WARFARIN SODIUMANDA  #040616","SUPPL-16","WARFARIN SODIUM","PLIVA","Manufacturing (CMC)","Approval"
"09/05/2018","KETOROLAC TROMETHAMINEANDA  #076109","SUPPL-12","KETOROLAC TROMETHAMINE","APOTEX INC","Manufacturing (CMC)","Approval"
"09/05/2018","BASAGLARBLA   #205692","SUPPL-19","INSULIN GLARGINE","ELI LILLY AND CO","","Approval"
"09/05/2018","TIGLUTIK KITNDA   #209080","ORIG-1","RILUZOLE","ITALFARMACO SA","Type 3 - New Dosage Form","Approval"
"09/05/2018","LOPERAMIDE HYDROCHLORIDE AND SIMETHICONEANDA  #209837","ORIG-1","LOPERAMIDE HYDROCHLORIDE; SIMETHICONE","PERRIGO R AND D","","Approval"
"09/06/2018","ASTELINNDA   #020114","SUPPL-28","AZELASTINE HYDROCHLORIDE","MYLAN SPCLT VIATRIS","Labeling","Approval"
"09/06/2018","ASTEPRONDA   #022203","SUPPL-15","AZELASTINE HYDROCHLORIDE","MYLAN SPECIALITY LP","Labeling","Approval"
"09/06/2018","DYMISTANDA   #202236","SUPPL-10","AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE","MYLAN SPECIALITY LP","Labeling","Approval"
"09/06/2018","TIVICAYNDA   #204790","SUPPL-16","DOLUTEGRAVIR SODIUM","VIIV HLTHCARE","Labeling","Approval"
"09/06/2018","TIVICAYNDA   #204790","SUPPL-18","DOLUTEGRAVIR SODIUM","VIIV HLTHCARE","Labeling","Approval"
"09/06/2018","TRIUMEQNDA   #205551","SUPPL-14","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","VIIV HLTHCARE","Labeling","Approval"
"09/06/2018","TRIUMEQNDA   #205551","SUPPL-15","ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE","VIIV HLTHCARE","Labeling","Approval"
"09/06/2018","OXYBUTYNIN CHLORIDEANDA  #210125","ORIG-1","OXYBUTYNIN CHLORIDE","TULEX PHARMS INC","","Approval"
"09/06/2018","JULUCANDA   #210192","SUPPL-2","DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE","VIIV HLTHCARE","Labeling","Approval"
"09/06/2018","JULUCANDA   #210192","SUPPL-4","DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE","VIIV HLTHCARE","Labeling","Approval"
"09/07/2018","COPAXONENDA   #020622","SUPPL-104","GLATIRAMER ACETATE","TEVA PHARMS USA","Labeling","Approval"
"09/07/2018","PREZISTANDA   #021976","SUPPL-51","DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"09/07/2018","LAMIVUDINE AND ZIDOVUDINEANDA  #077411","ORIG-1","LAMIVUDINE; ZIDOVUDINE","CIPLA","","Approval"
"09/07/2018","PREZISTANDA   #202895","SUPPL-22","DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"09/07/2018","OCTREOTIDE ACETATEANDA  #203765","ORIG-1","OCTREOTIDE ACETATE","HERITAGE PHARMS","","Approval"
"09/07/2018","PREZCOBIXNDA   #205395","SUPPL-10","COBICISTAT; DARUNAVIR","JANSSEN PRODS","Labeling","Approval"
"09/07/2018","CASSIPANDA   #208042","ORIG-1","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","TEVA PHARMS USA","Type 5 - New Formulation or New Manufacturer","Approval"
"09/07/2018","SITAGLIPTIN PHOSPHATEANDA  #208186","ORIG-1","SITAGLIPTIN PHOSPHATE","ZYDUS PHARMS USA INC","","Tentative Approval"
"09/07/2018","VENCLEXTANDA   #208573","SUPPL-7","VENETOCLAX","ABBVIE","Efficacy","Approval"
"09/07/2018","VENCLEXTANDA   #208573","SUPPL-10","VENETOCLAX","ABBVIE","Labeling","Approval"
"09/10/2018","RETROVIRNDA   #019655","SUPPL-58","ZIDOVUDINE","VIIV HLTHCARE","Labeling","Approval"
"09/10/2018","RETROVIRNDA   #019910","SUPPL-45","ZIDOVUDINE","VIIV HLTHCARE","Labeling","Approval"
"09/10/2018","RETROVIRNDA   #019951","SUPPL-36","ZIDOVUDINE","VIIV HLTHCARE","Labeling","Approval"
"09/10/2018","IBUPROFENANDA  #204062","ORIG-1","IBUPROFEN","SUNSHINE","","Approval"
"09/10/2018","METFORMIN HYDROCHLORIDEANDA  #208880","ORIG-1","METFORMIN HYDROCHLORIDE","PRINSTON INC","","Approval"
"09/10/2018","CHLORPROMAZINE HYDROCHLORIDEANDA  #209755","ORIG-1","CHLORPROMAZINE HYDROCHLORIDE","AMNEAL PHARMS CO","","Approval"
"09/10/2018","MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINERANDA  #209932","ORIG-1","MAGNESIUM SULFATE","MYLAN LABS LTD","","Approval"
