"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"06/01/2018","NOVOLIN RBLA   #019938","SUPPL-76","INSULIN RECOMBINANT HUMAN","NOVO NORDISK INC","","Approval"
"06/01/2018","NOVOLIN NBLA   #019959","SUPPL-74","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","NOVO NORDISK INC","","Approval"
"06/01/2018","NOVOLIN NBLA   #019959","SUPPL-79","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","NOVO NORDISK INC","","Approval"
"06/01/2018","NOVOLIN 70/30BLA   #019991","SUPPL-75","INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","NOVO NORDISK INC","","Approval"
"06/01/2018","NOVOLIN 70/30BLA   #019991","SUPPL-79","INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","NOVO NORDISK INC","","Approval"
"06/01/2018","CHANTIXNDA   #021928","SUPPL-45","VARENICLINE TARTRATE","PF PRISM CV","Efficacy","Approval"
"06/01/2018","CHANTIXNDA   #021928","SUPPL-46","VARENICLINE TARTRATE","PF PRISM CV","Efficacy","Approval"
"06/01/2018","CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDEANDA  #065443","SUPPL-13","BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE","MYLAN PHARMS INC","Manufacturing (CMC)","Approval"
"06/01/2018","LORATADINEANDA  #075728","SUPPL-15","LORATADINE","PERRIGO","Manufacturing (CMC)","Approval"
"06/01/2018","BIVALIRUDINANDA  #202471","ORIG-1","BIVALIRUDIN","MYLAN INSTITUTIONAL","","Approval"
"06/01/2018","MORPHABOND ERNDA   #206544","SUPPL-7","MORPHINE SULFATE","DAIICHI SANKYO INC","Labeling","Approval"
"06/01/2018","NADOLOLANDA  #210786","ORIG-1","NADOLOL","NOVAST LABS","","Approval"
"06/04/2018","ALIMTANDA   #021462","SUPPL-51","PEMETREXED DISODIUM","LILLY","Efficacy","Approval"
"06/04/2018","CLARITINNDA   #021952","SUPPL-15","LORATADINE","BAYER HEALTHCARE LLC","Labeling","Approval"
"06/04/2018","SUPRAXANDA  #065129","SUPPL-32","CEFIXIME","LUPIN PHARMS","Manufacturing (CMC)","Approval"
"06/04/2018","JUXTAPIDNDA   #203858","SUPPL-18","LOMITAPIDE MESYLATE","AMRYT","REMS","Approval"
"06/04/2018","PREZCOBIXNDA   #205395","SUPPL-9","COBICISTAT; DARUNAVIR","JANSSEN PRODS","Efficacy","Approval"
"06/04/2018","SUCCINYLCHOLINE CHLORIDEANDA  #210231","ORIG-1","SUCCINYLCHOLINE CHLORIDE","AMRING PHARMS","","Approval"
"06/04/2018","FLUOCINONIDEANDA  #211111","ORIG-1","FLUOCINONIDE","AMNEAL","","Approval"
"06/04/2018","FULPHILABLA   #761075","ORIG-1","PEGFILGRASTIM-JMDB","MYLAN GMBH","","Approval"
"06/05/2018","NICORETTENDA   #018612","SUPPL-80","NICOTINE POLACRILEX","GLAXOSMITHKLINE","Labeling","Approval"
"06/05/2018","NICORETTE (MINT)NDA   #018612","SUPPL-80","NICOTINE POLACRILEX","GLAXOSMITHKLINE","Labeling","Approval"
"06/05/2018","NICORETTENDA   #020066","SUPPL-61","NICOTINE POLACRILEX","GLAXOSMITHKLINE","Labeling","Approval"
"06/05/2018","NICORETTE (MINT)NDA   #020066","SUPPL-61","NICOTINE POLACRILEX","GLAXOSMITHKLINE","Labeling","Approval"
"06/05/2018","NICORETTENDA   #022360","SUPPL-11","NICOTINE POLACRILEX","GLAXOSMITHKLINE","Labeling","Approval"
"06/05/2018","MERREMNDA   #050706","SUPPL-40","MEROPENEM","PFIZER","Labeling","Approval"
"06/05/2018","OMEPRAZOLEANDA  #075785","SUPPL-8","OMEPRAZOLE","IMPAX LABS","Labeling","Approval"
"06/05/2018","ERBITUXBLA   #125084","SUPPL-269","CETUXIMAB","IMCLONE","","Approval"
"06/05/2018","DAPTOMYCINANDA  #205037","ORIG-1","DAPTOMYCIN","MYLAN LABS LTD","","Approval"
"06/05/2018","ALECENSANDA   #208434","SUPPL-4","ALECTINIB HYDROCHLORIDE","HOFFMANN-LA ROCHE","Labeling","Approval"
"06/05/2018","CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDEANDA  #208683","ORIG-1","BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE","TARO","","Approval"
"06/05/2018","HAILEY FE 1.5/30ANDA  #209031","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","GLENMARK PHARMS","","Approval"
"06/05/2018","HAILEY 1.5/30ANDA  #209297","ORIG-1","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","GLENMARK PHARMS","","Approval"
"06/06/2018","PRED FORTENDA   #017011","SUPPL-50","PREDNISOLONE ACETATE","ABBVIE","Labeling","Approval"
"06/06/2018","PRED MILDNDA   #017100","SUPPL-45","PREDNISOLONE ACETATE","ABBVIE","Labeling","Approval"
"06/06/2018","COLISTIMETHATE SODIUMANDA  #064216","SUPPL-15","COLISTIMETHATE SODIUM","XGEN PHARMS","Manufacturing (CMC)","Approval"
"06/06/2018","XIAFLEXBLA   #125338","SUPPL-109","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","AUXILIUM PHARMS","","Approval"
"06/06/2018","OMEPRAZOLE MAGNESIUMANDA  #206877","ORIG-1","OMEPRAZOLE MAGNESIUM","AUROBINDO PHARMA","","Approval"
"06/06/2018","LENVIMANDA   #206947","SUPPL-8","LENVATINIB MESYLATE","EISAI INC","Labeling","Approval"
"06/06/2018","NUPLAZIDNDA   #207318","SUPPL-5","PIMAVANSERIN TARTRATE","ACADIA PHARMS INC","Labeling","Approval"
"06/06/2018","AUSTEDONDA   #208082","SUPPL-2","DEUTETRABENAZINE","TEVA BRANDED PHARM","Labeling","Approval"
"06/07/2018","PREVACIDNDA   #020406","SUPPL-87","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","PREVACIDNDA   #020406","SUPPL-88","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","ACIPHEXNDA   #020973","SUPPL-39","RABEPRAZOLE SODIUM","WOODWARD","Labeling","Approval"
"06/07/2018","PROTONIXNDA   #020987","SUPPL-54","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"06/07/2018","PROTONIX IVNDA   #020988","SUPPL-60","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"06/07/2018","NEXIUMNDA   #021153","SUPPL-53","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"06/07/2018","PREVACIDNDA   #021428","SUPPL-34","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","PREVACIDNDA   #021428","SUPPL-35","LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","ZEGERIDNDA   #021636","SUPPL-19","OMEPRAZOLE; SODIUM BICARBONATE","SALIX","Labeling","Approval"
"06/07/2018","ZEGERIDNDA   #021849","SUPPL-14","OMEPRAZOLE; SODIUM BICARBONATE","SALIX","Labeling","Approval"
"06/07/2018","NEXIUMNDA   #021957","SUPPL-20","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"06/07/2018","PROTONIXNDA   #022020","SUPPL-16","PANTOPRAZOLE SODIUM","WYETH PHARMS","Labeling","Approval"
"06/07/2018","PRILOSECNDA   #022056","SUPPL-22","OMEPRAZOLE MAGNESIUM","COVIS","Labeling","Approval"
"06/07/2018","NEXIUMNDA   #022101","SUPPL-17","ESOMEPRAZOLE MAGNESIUM","ASTRAZENECA","Labeling","Approval"
"06/07/2018","DEXILANTNDA   #022287","SUPPL-29","DEXLANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","DEXILANTNDA   #022287","SUPPL-30","DEXLANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","VIMOVONDA   #022511","SUPPL-23","ESOMEPRAZOLE MAGNESIUM; NAPROXEN","HORIZON","Labeling","Approval"
"06/07/2018","PRED-GNDA   #050586","SUPPL-32","GENTAMICIN SULFATE; PREDNISOLONE ACETATE","ALLERGAN","Labeling","Approval"
"06/07/2018","PRED-GNDA   #050612","SUPPL-21","GENTAMICIN SULFATE; PREDNISOLONE ACETATE","ALLERGAN","Labeling","Approval"
"06/07/2018","PREVPAC (COPACKAGED)NDA   #050757","SUPPL-22","AMOXICILLIN; CLARITHROMYCIN; LANSOPRAZOLE","TAKEDA PHARMS USA","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075347","SUPPL-24","OMEPRAZOLE","ACTAVIS LABS FL INC","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075410","SUPPL-57","OMEPRAZOLE","LANNETT CO INC","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075576","SUPPL-19","OMEPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075757","SUPPL-49","OMEPRAZOLE","SANDOZ","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075785","SUPPL-10","OMEPRAZOLE","IMPAX LABS","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #075876","SUPPL-41","OMEPRAZOLE","STRIDES PHARMA","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #076048","SUPPL-21","OMEPRAZOLE","APOTEX","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #076515","SUPPL-29","OMEPRAZOLE","SANDOZ","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #078490","SUPPL-14","OMEPRAZOLE","DR REDDYS LABS LTD","Labeling","Approval"
"06/07/2018","ATORVASTATIN CALCIUMANDA  #090548","SUPPL-16","ATORVASTATIN CALCIUM","APOTEX INC","Labeling","Approval"
"06/07/2018","ATORVASTATIN CALCIUMANDA  #090548","SUPPL-17","ATORVASTATIN CALCIUM","APOTEX INC","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #091352","SUPPL-12","OMEPRAZOLE","ZYDUS PHARMS USA INC","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #091672","SUPPL-13","OMEPRAZOLE","GLENMARK GENERICS","Labeling","Approval"
"06/07/2018","RITUXANBLA   #103705","SUPPL-5450","RITUXIMAB","GENENTECH","","Approval"
"06/07/2018","KINERETBLA   #103950","SUPPL-5182","ANAKINRA","BIOVITRUM AB","","Approval"
"06/07/2018","MIRCERABLA   #125164","SUPPL-78","METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA","HOFFMAN-LA ROCHE","","Approval"
"06/07/2018","PROLIABLA   #125320","SUPPL-191","DENOSUMAB","AMGEN","","Approval"
"06/07/2018","XGEVABLA   #125320","SUPPL-191","DENOSUMAB","AMGEN","","Approval"
"06/07/2018","ESOMEPRAZOLE STRONTIUMNDA   #202342","SUPPL-5","ESOMEPRAZOLE STRONTIUM","BELCHER","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #202384","SUPPL-2","OMEPRAZOLE","LUPIN LTD","Labeling","Approval"
"06/07/2018","KYPROLISNDA   #202714","SUPPL-19","CARFILZOMIB","ONYX THERAP","Efficacy","Approval"
"06/07/2018","OMEPRAZOLEANDA  #203270","SUPPL-8","OMEPRAZOLE","AUROBINDO PHARMA","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #203481","SUPPL-1","OMEPRAZOLE","BRECKENRIDGE","Labeling","Approval"
"06/07/2018","OMEPRAZOLEANDA  #204661","SUPPL-2","OMEPRAZOLE","TEVA PHARMS USA","Labeling","Approval"
"06/07/2018","ACIPHEX SPRINKLENDA   #204736","SUPPL-10","RABEPRAZOLE SODIUM","AYTU","Labeling","Approval"
"06/07/2018","YOSPRALANDA   #205103","SUPPL-4","ASPIRIN; OMEPRAZOLE","GENUS LIFESCIENCES","Labeling","Approval"
"06/07/2018","ETODOLACANDA  #208834","ORIG-1","ETODOLAC","AMNEAL PHARMS CO","","Approval"
"06/08/2018","ALEVENDA   #020204","SUPPL-55","NAPROXEN SODIUM","BAYER","Labeling","Approval"
"06/08/2018","GEMZARNDA   #020509","SUPPL-80","GEMCITABINE HYDROCHLORIDE","LILLY","Labeling","Approval"
"06/08/2018","REMODULINNDA   #021272","SUPPL-26","TREPROSTINIL","UNITED THERAP","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #075689","SUPPL-20","HALOPERIDOL LACTATE","FRESENIUS KABI USA","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #075858","SUPPL-20","HALOPERIDOL LACTATE","HIKMA","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #075858","SUPPL-21","HALOPERIDOL LACTATE","HIKMA","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #076035","SUPPL-23","HALOPERIDOL LACTATE","TEVA PHARMS USA","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #076035","SUPPL-24","HALOPERIDOL LACTATE","TEVA PHARMS USA","Labeling","Approval"
"06/08/2018","QUINAPRIL HYDROCHLORIDEANDA  #076240","SUPPL-13","QUINAPRIL HYDROCHLORIDE","APOTEX INC","Labeling","Approval"
"06/08/2018","QUINAPRIL HYDROCHLORIDEANDA  #076240","SUPPL-14","QUINAPRIL HYDROCHLORIDE","APOTEX INC","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #076774","SUPPL-4","HALOPERIDOL LACTATE","GLAND PHARMA LTD","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #076774","SUPPL-5","HALOPERIDOL LACTATE","GLAND PHARMA LTD","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #076774","SUPPL-7","HALOPERIDOL LACTATE","GLAND PHARMA LTD","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #078347","SUPPL-7","HALOPERIDOL LACTATE","MYLAN LABS LTD","Labeling","Approval"
"06/08/2018","HALOPERIDOLANDA  #078347","SUPPL-8","HALOPERIDOL LACTATE","MYLAN LABS LTD","Labeling","Approval"
